,DRB1_404-DQA1_301,DQA1_501-DQB1_201,B_801-C_701,B_801-A_101,C_701-A_101,C_602-B_5701,C_602-B_1302,C_602-A_101,C_602-C_501,C_602-B_4402,C_602-B_4403,C_602-C_1601,B_5701-DQA1_201,B_5701-B_1302,B_5701-DRB1_701,B_5701-A_101,B_5701-C_501,B_5701-B_4402,DQB1_303-DQA1_201,DQB1_303-DRB1_701,B_2705-C_102,B_2705-DQA1_101,DQA1_201-B_1302,DQA1_201-DRB1_701,DQA1_201-DRB4_103,DQA1_201-C_102,DQA1_201-A_101,DQA1_201-DQA1_102,DQA1_201-DQA1_101,B_1302-DRB1_701,B_1302-DRB4_103,DRB1_701-DRB4_103,DRB1_701-C_102,DRB1_701-A_101,DRB1_701-DQA1_102,DRB1_701-DQA1_101,DRB4_103-A_101,DRB4_103-B_702,DQA1_102-B_4403,DQA1_102-C_1601,B_801-DRB1_301,B_801-DQB1_201,B_801-DQA1_501,B_801-DRB3_101,C_701-DRB1_301,C_701-DQB1_201,C_701-DQA1_501,C_701-DRB3_101,DRB1_301-DQB1_201,DRB1_301-DQA1_501,DRB1_301-DRB3_101,DRB1_301-A_101,DQB1_201-DRB3_101,DQB1_201-A_101,DQA1_501-DRB3_101,DQA1_501-A_101,DRB3_101-DRB1_1301,DQA1_301-DRB1_401,DQA1_301-DRB4_103,DQA1_301-DQB1_302,DQA1_301-DRB4_9901,DQA1_301-DRB3_9901,DQA1_301-DQA1_102,DQA1_301-DRB5_101,DQA1_301-DRB1_1501,DQA1_301-DQB1_602,DQA1_301-DRB5_9901,DRB1_401-DRB4_103,DRB1_401-DQB1_302,DRB1_401-DRB4_9901,DRB1_401-DRB3_9901,DRB4_103-DQB1_302,DRB4_103-DRB4_9901,DRB4_103-DRB3_9901,DQB1_302-DRB4_9901,DQB1_302-DRB3_9901,DQB1_302-DQA1_102,DQB1_302-DRB5_101,DQB1_302-DRB1_1501,DQB1_302-DQB1_602,DQB1_302-DRB5_9901,DRB4_9901-DRB3_9901,DRB4_9901-DQA1_102,DRB4_9901-DRB5_101,DRB4_9901-DRB1_1501,DRB4_9901-DQB1_602,DRB4_9901-DRB5_9901,DRB3_9901-DQA1_102,DRB3_9901-DRB5_101,DRB3_9901-DRB1_1501,DRB3_9901-DQB1_602,DRB3_9901-DRB5_9901,DRB3_9901-DQB1_501,DQA1_102-DRB5_101,DQA1_102-DRB1_1501,DRB5_101-DRB1_1501,DRB5_101-DQB1_602,DRB5_101-DRB5_9901,DRB1_1501-DQB1_602,DRB1_1501-DRB5_9901,DQB1_602-DRB5_9901,DQA1_301-DQB1_301,DQA1_301-DRB1_301,DQA1_301-B_801,DQA1_301-DQB1_201,DQA1_301-DQA1_501,DQA1_301-C_701,DQA1_301-B_702,DQA1_301-B_1501,DQA1_301-B_5701,DQA1_301-A_101,DQA1_301-DRB3_101,DRB1_401-DQB1_301,DRB1_401-DRB1_301,DRB1_401-B_801,DRB1_401-DQB1_201,DRB1_401-DQA1_501,DRB1_401-B_1501,DRB1_401-DRB1_404,DRB1_401-A_101,DRB1_401-DRB3_101,DRB4_9901-DQA1_101,DRB4_9901-DQB1_301,DRB4_9901-DRB1_301,DRB4_9901-DQB1_201,DRB4_9901-DQA1_501,DRB4_9901-B_702,DRB4_9901-B_4402,DRB4_9901-DPA1_201,DRB4_9901-DRB1_1101,DRB4_9901-A_101,DRB4_9901-DRB4_101,DRB4_9901-DRB3_101,DQA1_101-DRB1_301,DQA1_101-DQB1_201,DQA1_101-DQA1_501,DQA1_101-C_401,DQA1_101-DRB4_101,DQA1_101-DRB3_101,DQB1_501-DRB1_301,DQB1_501-DQB1_201,DQB1_501-DQA1_501,DQB1_501-C_401,DQB1_501-DRB4_101,DQB1_501-DRB3_101,DRB4_103-DQB1_301,DRB4_103-DRB1_301,DRB4_103-DQB1_201,DRB4_103-DQA1_501,DRB4_103-B_1501,DRB4_103-DRB1_404,DRB4_103-DRB4_101,DRB4_103-DRB3_101,DRB1_101-DRB1_301,DRB1_101-DQB1_201,DRB1_101-DQA1_501,DRB1_101-DRB3_101,DQB1_301-DRB1_301,DQB1_301-B_801,DQB1_301-DQB1_201,DQB1_301-DQA1_501,DQB1_301-C_701,DQB1_301-B_4403,DQB1_301-A_101,DQB1_301-DRB4_101,DQB1_301-DRB3_101,DQB1_301-DPB1_1101,DQA1_103-DRB3_101,DQB1_302-DRB1_301,DQB1_302-B_801,DQB1_302-DQB1_201,DQB1_302-C_701,DQB1_302-B_702,DQB1_302-A_101,DRB1_301-DQA1_102,DRB1_301-B_702,DRB1_301-C_702,DRB1_301-DRB5_9901,DRB1_301-DRB1_1501,DRB1_301-DRB5_101,DRB1_301-DPA1_201,DRB1_301-DQB1_602,DRB1_301-DRB1_1101,DRB1_301-DRB4_101,B_801-DQA1_102,B_801-B_702,B_801-C_702,B_801-C_1601,B_801-B_4403,B_801-DRB4_101,DQA1_102-DQB1_201,DQA1_102-DQA1_501,DQA1_102-DRB4_101,DQA1_102-DRB3_101,DQA1_102-DPB1_1101,DQB1_201-B_702,DQB1_201-C_702,DQB1_201-DRB5_9901,DQB1_201-DRB1_1501,DQB1_201-DRB5_101,DQB1_201-DPA1_201,DQB1_201-DQB1_602,DQB1_201-DRB1_1101,DQB1_201-DRB4_101,DQA1_501-B_702,DQA1_501-C_702,DQA1_501-B_4402,DQA1_501-DRB5_9901,DQA1_501-DRB1_1501,DQA1_501-DRB5_101,DQA1_501-B_4403,DQA1_501-DQB1_602,DQA1_501-DRB1_1101,DQA1_501-DRB4_101,DQA1_501-DPB1_1101,C_701-B_702,C_701-C_702,C_701-B_4402,C_701-C_1601,C_701-B_4403,C_701-DRB1_1101,B_702-DRB3_101,B_4402-DRB3_101,DRB5_9901-C_1601,DRB5_9901-B_4403,DRB5_9901-DRB4_101,DRB5_9901-DRB3_101,DRB1_1501-C_1601,DRB1_1501-B_4403,DRB1_1501-DRB4_101,DRB1_1501-DRB3_101,DRB5_101-C_1601,DRB5_101-B_4403,DRB5_101-DRB4_101,DRB5_101-DRB3_101,B_1501-B_5701,C_501-DRB3_101,C_1601-DQB1_602,B_4403-DQB1_602,B_4403-DRB1_1101,DRB1_404-DRB4_101,DQB1_602-DRB4_101,DQB1_602-DRB3_101,DRB1_1101-DRB4_101,DRB4_101-DRB3_101,B_2705-C_202,B_2705-DQB1_501,B_2705-DQA1_301,C_202-C_102,DRB1_103-DQB1_501,DRB1_103-DQA1_101,DRB1_101-DQA1_201,DRB1_101-DRB1_701,DRB1_101-DRB3_9901,DQB1_501-DQA1_201,DQB1_501-DRB1_701,DQB1_302-DQA1_201,DQB1_302-DRB1_701,B_702-DRB3_9901,A_101-DRB3_9901,DQA1_201-DRB3_9901,DQA1_201-DRB3_101,DQA1_201-DRB5_101,DQA1_201-DRB1_1501,DRB1_701-DRB3_9901,DRB1_701-DRB3_101,DRB1_701-DRB5_101,DRB1_701-DRB1_1501,DRB3_9901-DRB3_101,C_602-A_3001,C_602-DQB1_202,DQB1_303-DQA1_301,DRB1_701-DRB4_9901,DRB1_701-DQA1_501,DRB1_701-DRB1_301,DRB1_701-DQB1_201,DRB1_701-B_801,DRB1_701-A_201,DRB1_701-DQB1_602,DRB1_701-DQB1_301,DRB1_701-DRB1_404,DRB1_701-DRB1_1101,DRB1_701-A_2902,DRB1_701-DRB5_9901,DQA1_201-DRB4_9901,DQA1_201-DQA1_501,DQA1_201-DRB1_301,DQA1_201-DQB1_201,DQA1_201-B_801,DQA1_201-A_201,DQA1_201-DQB1_602,DQA1_201-DQB1_301,DQA1_201-DRB1_404,DQA1_201-DRB1_1101,DQA1_201-A_2902,DQA1_201-DRB5_9901,DRB4_103-C_304,DRB4_103-B_4001,DRB4_9901-C_304,DRB4_9901-B_4001,DQA1_501-DRB3_9901,DQA1_501-DQB1_202,DRB3_9901-DQB1_202,DRB3_9901-DRB1_301,DRB3_9901-DQB1_201,DRB3_9901-B_801,DRB3_9901-B_4402,DRB3_9901-C_304,DRB3_9901-DQB1_301,DRB3_9901-B_1501,DQB1_202-DRB1_301,DQB1_202-DQB1_201,DQB1_202-DRB3_101,DQB1_202-DQA1_102,DQB1_202-DRB5_9901,C_701-B_1801,B_801-A_201,C_304-DQA1_301,C_304-DRB1_404,A_201-DRB1_1501,DRB1_301-DPB1_101,DRB1_301-DPA1_103,DQB1_201-DPB1_101,DQB1_201-DPA1_103,DRB3_101-DPB1_101,B_801-DPB1_101,B_801-DPA1_103,C_701-DPB1_101,DRB3_9901-DRB4_101,DRB4_9901-DPA1_103,DRB1_701-DRB4_101,DQA1_201-DRB4_101,DPB1_101-A_101,DQB1_303-DRB4_101,C_602-DRB4_101,DQA1_501-C_202,DQA1_102-DPA1_103,DQB1_301-DRB1_103,DQB1_201-DPB1_401,DRB1_301-DPB1_401,DRB5_101-DPA1_103,B_801-DPB1_401,DQA1_301-C_303,DRB3_101-DPB1_401,DRB1_401-C_303,C_303-DRB4_103,C_303-DQB1_302,DRB3_9901-A_3002,DPB1_401-DRB4_9901,B_801-DRB3_202,C_701-DRB3_202,DQA1_501-DRB3_202,DQB1_201-DRB3_202,DRB1_301-DRB3_202,DRB3_9901-DRB3_202,A_101-DRB3_202,DQB1_301-DRB3_202,DRB1_401-DPB1_402,DRB4_9901-DRB3_202,DRB4_101-DRB3_202,B_4402-DRB3_202,C_501-DRB3_202,DPB1_1101-DRB3_202,DRB3_202-DQA1_201,DRB3_202-DRB1_701,C_303-DQB1_503,C_303-DRB1_1401,DQB1_503-B_5501,DQB1_402-B_3701,DQA1_401-B_3701
HC91,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.457054352785,0.281860354963,1.0,1.0,1.0,1.0,1.94504911842e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.76843627772e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC382,1.0,0.114423671056,0.0516199526945,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.000178799244509,8.19546874957e-05,0.62504903305,0.822030110177,0.025458342249,0.0212543411302,1.0,1.0,4.77310170692e-07,0.0397247611879,0.818750889259,1.0,0.817627847767,1.0,1.0,1.0,0.0253441435172,0.0412362998438,1.0,1.0,0.75690458869,,1.0,1.0,1.0,1.0,1.0,0.707594862269,8.64833778921e-05,0.391416085306,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.638464853626,0.679816695841,0.77627802605,1.0,0.567283109159,1.0,0.749066234649,0.88536357152,1.0,1.48536751411e-08,0.000517594660802,8.41787260902e-08,9.20421204874e-07,0.761982577352,1.0,1.0,1.0,1.0,3.06295296701e-08,1.0,2.00260539369e-05,0.00330641845926,6.75347096415e-06,0.000148609940251,1.0,1.0,1.0,7.33983217554e-07,1.0,1.0,1.67974116336e-07,7.92764297344e-06,0.000189033730967,1.0,1.0,1.0,1.0,0.814185652479,1.0,9.10377687417e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.91778220678e-08,7.88297133446e-08,0.000127779313403,1.0,1.0,1.0,5.19425773989e-06,1.0,1.0,1.0,1.0,4.22559886407e-10,0.00236010144076,2.41894747138e-10,0.000843477089532,1.0,1.0,1.0,1.0,0.118568702974,1.0,0.0122143180935,0.580354438656,0.294649087701,0.376078170108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0429763168239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0422948186296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.853028504426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC422,,,,,,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,8.36170207114e-07,1.0,,1.0,,0.0311681223172,1.0,1.0,1.0,,,,0.00966373533003,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,9.09235490344e-11,1.0,1.0,0.00260039949625,6.28614375128e-11,6.09477836322e-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC38,1.0,1.0,1.0,0.00139507935919,1.82500947618e-06,3.565342078e-13,3.79922851832e-05,1.0,0.00152791491029,2.49060116749e-05,0.00419284228373,0.00657159878061,0.0113921900104,0.00813730618581,0.00891859834512,0.0311681223172,0.0205518443159,0.0115837964114,0.00188862980076,0.00182659874423,,,6.75347096415e-06,1.0,3.565342078e-13,,0.0755102988395,1.0,,1.17283958547e-05,0.00347417295012,3.565342078e-13,,0.0592614813182,1.0,,0.00153068807862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.238136562187,0.217839327395,0.932432608917,1.0,0.717728234781,1.0,0.272284846542,1.0,0.277853590579,1.0,1.0,0.00973338387294,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.322851799225,1.0,0.676633270628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.980112251787,1.0,1.0,1.0,1.0,1.0,,1.0,0.000243152868223,,1.0,,,,,,,,,,,,,0.00842312065928,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,0.220633987955,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,0.0368511528843,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,0.00360161021293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0292054617028,0.00112761131406,1.49744367276e-07,1.0,1.0,1.0,1.0,1.0,0.0196611659605,1.0,1.0,1.0,1.0,0.00399485812028,1.0,1.0,1.0,1.0,1.0,1.0,0.014231902675,1.0,0.898466203656,1.0,1.0,0.00369617303816,1.0,0.0625402945682,0.00593128079758,0.098395760185,0.030054327235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0417835089335,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC55,,0.00182659874423,1.71525366153e-05,0.729796196616,1.0,1.0,,0.206771650003,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,0.0392461885663,,,,,1.0,,0.046892808124,,,1.0,,,,0.00372450913506,0.00247643787249,0.820526022956,0.362158234012,0.223671460237,0.276011863411,1.0,1.0,2.45217477181e-05,0.000635617048331,0.0401971050985,1.0,0.0629540528441,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,0.331492745333,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,0.0274710889607,1.0,1.0,,,1.0,1.0,,,0.0380158543029,,0.678448944023,0.164963713016,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,0.0412362998438,0.0708637302119,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC219,0.0372693386261,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0.024328883143,,0.012398076476,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.289795460778,1.0,,1.0,1.0,,,0.194168529568,1.0,,1.0,1.0,,0.00652225077965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,0.729328486317,0.0234876813116,0.00132127382891,4.32553654978e-08,8.36653121816e-07,0.00180036166763,0.00132127382891,0.0143162197286,0.0196611659605,0.0189042463662,0.00958889369399,0.110159769318,3.565342078e-13,0.0940632487583,0.141843893353,1.26346809889e-05,0.0205518443159,0.376078170108,1.82188980186e-06,0.0456767409616,0.000291579701069,0.00521945510938,0.00428544735297,0.0230747523768,0.00220487570199,0.901433887236,0.177892230565,0.233576495861,0.212210404207,0.239896588391,0.48456067838,0.108761698337,1.0,1.0,1.0,1.0,1.0,0.765201855062,0.910462979178,0.484880845312,0.255696514844,0.510642463803,0.235092494304,0.35686741734,0.0583913543711,1.0,1.0,1.0,1.0,0.112500914008,1.0,0.00475572501935,1.0,1.0,,1.0,0.00369617303816,1.0,1.0,1.0,1.0,1.0,0.0990482644013,,1.0,1.0,0.00786157928199,1.0,1.0,1.0,0.000578411719092,0.0240069286604,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0397247611879,1.0,1.0,1.0,1.0,1.0,0.00330641845926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.637770206758,0.342387031939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.565342078e-13,0.13170361908,1.0,,0.883291941251,1.0,1.0,0.182395394727,1.0,1.0,1.0,1.0,0.0192820182018,,1.0,1.0,,1.0,1.0,1.0,0.0008539141605,1.0,,0.162732399132,1.0,1.0,,0.0823594020018,0.174359879705,0.227119242289,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.00501956600917,1.0,,0.368215340111,1.0,,2.40084157714e-05,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,0.029401458905,0.243486776059,0.814185652479,,1.0,0.000357344512818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00294709659001,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0549112896098,0.343531195516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.012398076476,0.00809429012303,0.170963903192,,1.0,0.920983001927,1.0,,,1.0,1.0,1.0,0.013621703998,0.00581027040219,0.260507344669,,1.0,1.0,1.0,,,1.0,0.219489782277,,0.00593128079758,,1.0,,,1.0,1.0,1.0,0.00016140787327,0.024570859289,3.565342078e-13,1.0,,,,,,0.035757343307,,1.0,1.0,,,5.98770639868e-05,,0.000305871846982,,,0.00489084425377,,1.0,1.0,1.0,1.0,,0.0011366138721,0.0141551981532,0.0378511260964,1.0,0.0154876734703,0.0349854221514,0.0197259406893,1.0,0.0144527862678,1.0,0.00794953154591,1.0,1.0,1.0,0.0206704091791,1.0,,,,,,,,,,,,,,,,,,,,,
HC303,1.0,3.565342078e-13,3.565342078e-13,3.77168625077e-07,0.159884537029,1.0,,0.00225027936538,1.0,1.0,1.0,1.0,0.000614335865748,,0.000202595320432,1.0,0.984693410405,0.554580120542,1.0,1.0,1.0,0.0284121174187,,1.06126168551e-07,0.0920190067157,1.0,0.030054327235,2.15475179656e-09,0.000422778263609,,,0.100897274207,1.0,0.0212200560663,2.33652848939e-09,0.000428858591679,1.09409997381e-05,1.0,0.00574020074558,0.0320514484752,3.565342078e-13,3.565342078e-13,1.4305935088e-09,3.06208033084e-07,3.565342078e-13,1.32758439048e-12,8.7254890932e-07,0.00187039721908,3.565342078e-13,3.565342078e-13,3.565342078e-13,1.58347692725e-05,3.565342078e-13,6.4176157404e-05,3.56827558731e-10,1.0,1.0,0.000780049109869,3.0932364003e-07,5.17375201544e-05,0.544666040559,0.108774098957,1.0,1.0,1.0,1.0,1.0,5.98770639868e-05,3.565342078e-13,0.154379311977,0.0940632487583,1.83239817851e-10,1.0,1.0,0.871519755015,1.0,1.0,1.0,1.0,1.0,1.0,4.19504440678e-12,1.61960355133e-08,1.29398665201e-08,1.61293799859e-08,6.53659400975e-09,8.68517330201e-09,1.0,3.565342078e-13,3.565342078e-13,3.565342078e-13,3.565342078e-13,0.0376856657645,0.0232122301997,0.028611870176,0.242293294405,0.143020409037,0.201363295643,0.269242355731,0.336519381333,0.62504903305,1.0,0.0537426103414,9.87130631649e-05,0.028810673989,0.0346347516149,0.00047533985007,1.0,0.000169023954563,0.0429203600473,0.000114045001366,0.0306295296701,1.0,0.0174734949847,0.00337316144404,0.0155364799292,0.0429763168239,1.83628129214e-06,1.0,0.00581027040219,0.0311681223172,0.0196611659605,1.0,8.8056198583e-12,2.49789095413e-07,3.565342078e-13,0.312739628439,1.0,1.0,0.00322293114428,0.00428544735297,1.50625216495e-09,1.22021423605e-10,5.57976035207e-07,4.77310170692e-07,0.000198614142311,1.0,0.00846477803148,1.65689369347e-05,6.75347096415e-06,5.70835855254e-06,0.000859643589918,1.0,0.0207600145542,0.00030312835459,1.0,1.0,1.0,1.0,5.4899296662e-05,0.0153092310447,0.0113602895347,1.0,0.000283698155538,0.000403702719886,0.017767288022,0.00147268049918,2.5942554857e-05,7.83202447266e-06,8.17897223437e-05,1.76484432861e-11,1.22247060896e-07,0.00083763255445,0.000148224119893,1.07203353845e-07,8.64833778921e-05,0.011805131227,1.0,1.0,0.00372450913506,1.0,0.00117230152071,1.0,0.00557964680615,3.565342078e-13,0.000101724249498,3.11106832013e-05,3.565342078e-13,3.565342078e-13,3.565342078e-13,0.907261987802,3.565342078e-13,1.0,3.565342078e-13,0.0311246952768,1.16600311462e-05,4.04942514324e-06,0.00040491414111,0.000418649151815,0.000236669146329,3.565342078e-13,3.565342078e-13,5.30095060157e-07,3.565342078e-13,0.0355853187403,0.000327651666012,9.0205051032e-05,3.565342078e-13,3.565342078e-13,3.565342078e-13,0.644842154695,3.565342078e-13,1.0,5.7190829502e-13,0.0138201572299,0.00589795031488,1.0,3.565342078e-13,3.565342078e-13,3.565342078e-13,0.00121630306226,3.565342078e-13,0.0284121174187,3.565342078e-13,0.00279771504697,3.11106832013e-05,4.52405651982e-05,1.0,0.000265261450603,0.00178574460976,0.0122143180935,0.0437411178096,1.0,0.0253441435172,0.00713123098761,5.81541481134e-06,3.565342078e-13,0.0253441435172,0.007748929644,1.18665347653e-05,3.565342078e-13,0.021817492913,0.00668996826025,9.55349615901e-06,3.565342078e-13,1.0,0.692832826781,0.0144527862678,0.00673849652742,0.0242508800681,1.0,1.71525366153e-05,6.24502077163e-13,0.0010003166235,3.565342078e-13,1.0,0.0308194802417,0.0211886393746,1.0,1.0,1.0,0.0199052774659,0.0204561501725,0.213222957752,0.00212969766793,0.00217571382343,1.0,1.0,1.0,1.0,3.565342078e-13,3.565342078e-13,5.60440315761e-08,8.15824265113e-08,3.565342078e-13,3.565342078e-13,5.91778220678e-08,8.54790763201e-08,3.565342078e-13,,0.739060909459,0.0879919882939,4.36754404555e-10,3.565342078e-13,3.565342078e-13,3.565342078e-13,0.000712544100589,1.0,1.18324790214e-07,1.83239817851e-10,1.0,0.0040941812792,,3.23447833316e-08,6.79262099752e-10,3.565342078e-13,3.565342078e-13,3.565342078e-13,0.0011545290717,1.0,1.11296489192e-07,2.10031060595e-10,1.0,0.00427663962833,,3.04836747669e-08,0.000285538492789,0.0572772204831,1.0,1.0,3.565342078e-13,5.51331534062e-09,0.000119795493821,3.565342078e-13,3.565342078e-13,0.00874613118604,1.0,0.0309367703227,0.000248260398379,0.00818006543627,2.01185327977e-06,2.27802601282e-06,1.16600311462e-05,0.0154876734703,0.0422355907702,,0.0019653948205,0.0101596792538,0.00938646876987,0.0470290903476,0.00300811564652,1.0,0.00198731372184,1.0,0.030438691479,0.000108213702914,1.0,0.000302448797626,3.565342078e-13,1.0,0.00857264351122,0.0115837964114,0.0401971050985,1.0,0.178132461072,0.913772586026,0.0218190953065,1.0,1.0,1.0,0.0419348496342,1.0,7.66076316032e-06,1.0,9.10377687417e-07,3.85421581682e-05,0.000675753182835,,0.0190015045682,0.000485034429812,1.83489576803e-11,3.24655855103e-07,0.0253643085875,0.0146582190583,0.0196611659605,5.09706788613e-06,0.000301762889663,0.0433595240689,7.42584772148e-05,4.05609226237e-07,0.0329267443954,4.4572346822e-13,0.00763559311796,2.69017497025e-05,2.41329091905e-05,0.000980978406033,0.0136777676255,0.0116467841215,0.0138201572299,0.0190397623236
