phenotype,Allelotype_pair,estimate_add1,se_add1,z_add1,p_add1,estimate_add2,se_add2,z_add2,p_add2,estimate_int,se_int,z_int,p_int,adj_p_add1,adj_p_add2,adj_p_int
1041,DQA1_301-DRB1_1501,0.22785,0.035655,6.39,1.65E-10,0.204808,0.042746,4.791,1.66E-06,-0.002964,0.084375,-0.035,0.972,2.48E-09,4.12E-05,1
1041,DQA1_301-DRB1_401,0.231141,0.047251,4.892,9.99E-07,0.300367,0.119074,2.523,0.01165,-0.261074,0.089866,-2.905,0.00367,1.21E-05,0.140219849,0.45095336
1041,DQA1_301-B_702,0.21557,0.036871,5.847,5.02E-09,0.177996,0.044357,4.013,6.00E-05,-0.057514,0.065722,-0.875,0.3815,6.96E-08,0.000983866,1
1041,DRB4_9901-DQB1_501,-0.124748,0.0303,-4.117,3.84E-05,-0.038801,0.149616,-0.259,0.7954,-0.086057,0.0891,-0.966,0.3341,0.000426234,1,1
1041,DRB4_9901-DRB4_103,-0.086625,0.05109,-1.696,0.09,0.100559,0.061197,1.643,0.1003,-0.035331,0.049607,-0.712,0.4763,0.919554657,1,1
1041,DRB4_9901-DRB3_9901,-0.101533,0.093317,-1.088,0.2766,0.096647,0.090164,1.072,0.2838,-0.01055,0.052271,-0.202,0.84,1,1,1
1041,DRB4_9901-DRB1_101,-0.139169,0.02981,-4.668,3.03E-06,-0.105097,0.165432,-0.635,0.5252,-0.035148,0.098973,-0.355,0.7225,3.56E-05,1,1
1041,DRB4_9901-DQA1_101,-0.131371,0.030935,-4.247,2.17E-05,0.007668,0.135099,0.057,0.9547,-0.075537,0.080279,-0.941,0.3467,0.000243733,1,1
1041,DRB4_9901-DRB5_101,-0.22154,0.03199,-6.925,4.35E-12,0.28257,0.120336,2.348,0.0189,-0.019025,0.070822,-0.269,0.7882,7.12E-11,0.223882123,1
1041,DRB4_9901-DRB1_1501,-0.222249,0.032005,-6.944,3.81E-12,0.270286,0.120944,2.235,0.0254,-0.012723,0.071146,-0.179,0.8581,6.25E-11,0.298454718,1
1041,DRB4_9901-DRB1_401,-0.147487,0.033764,-4.368,1.25E-05,0.020211,0.069378,0.291,0.7708,0.08312,0.077512,1.072,0.2836,0.000142148,1,1
1041,DRB4_9901-B_702,-0.19779,0.032477,-6.09,1.13E-09,0.132494,0.088358,1.5,0.1337,0.0392,0.057175,0.686,0.493,1.63E-08,1,1
1041,DQB1_501-DRB4_103,-0.2291,0.055179,-4.152,3.30E-05,0.117859,0.033196,3.55,0.000385,0.140273,0.097325,1.441,0.149505,0.000367567,0.005449797,1
1041,DQB1_501-DRB3_9901,-0.308755,0.16505,-1.871,0.0614,0.189112,0.031401,6.022,1.72E-09,0.002223,0.094164,0.024,0.9812,0.629344539,8.20E-08,1
1041,DQB1_501-DRB1_101,-0.275342,0.091346,-3.014,0.00258,0.054489,0.157537,0.346,0.72943,-0.013394,0.123089,-0.109,0.91335,0.027250574,1,1
1041,DQB1_501-DQA1_101,-0.337955,0.146912,-2.3,0.0214,0.104357,0.086736,1.203,0.2289,-0.001452,0.101484,-0.014,0.9886,0.221715599,1,1
1041,DQB1_501-DRB5_101,-0.174272,0.048842,-3.568,0.00036,0.152643,0.03845,3.97,7.19E-05,-0.284344,0.131007,-2.17,0.02997,0.003870104,0.001156872,1
1041,DQB1_501-DRB1_1501,-0.174941,0.048851,-3.581,0.000342,0.146978,0.038645,3.803,0.000143,-0.268081,0.13117,-2.044,0.040977,0.00367836,0.002167938,1
1041,DQB1_501-DRB1_401,-0.225711,0.049035,-4.603,4.16E-06,0.132833,0.044209,3.005,0.00266,0.081103,0.133735,0.606,0.54422,4.85E-05,0.034036688,1
1041,DQB1_501-B_702,-0.17829,0.051497,-3.462,0.000536,0.17241,0.039211,4.397,1.10E-05,-0.196374,0.094777,-2.072,0.038269,0.005736895,0.000218847,1
1041,DRB4_103-DRB3_9901,0.087823,0.106624,0.824,0.4101,0.08838,0.037015,2.388,0.017,0.014846,0.060418,0.246,0.8059,1,0.202143005,1
1041,DRB4_103-DRB1_101,0.133357,0.032712,4.077,4.57E-05,-0.196383,0.062374,-3.148,0.00164,0.070874,0.108251,0.655,0.51265,0.000505514,0.021439363,1
1041,DRB4_103-DQA1_101,0.1244,0.033813,3.679,0.000234,-0.151005,0.050057,-3.017,0.002556,0.110237,0.088216,1.25,0.211434,0.002529855,0.032769401,1
1041,DRB4_103-DRB5_101,0.226167,0.034488,6.558,5.46E-11,0.247341,0.044087,5.61,2.02E-08,-0.133726,0.081562,-1.64,0.1011,8.45E-10,7.89E-07,1
1041,DRB4_103-DRB1_1501,0.226181,0.034498,6.556,5.51E-11,0.24489,0.044254,5.534,3.13E-08,-0.134932,0.081881,-1.648,0.0994,8.52E-10,1.18E-06,1
1041,DRB4_103-DRB1_401,0.138116,0.040979,3.37,0.000751,0.254054,0.110152,2.306,0.021089,-0.138334,0.081158,-1.705,0.088288,0.008013636,0.248998026,1
1041,DRB4_103-B_702,0.198549,0.035463,5.599,2.16E-08,0.205031,0.04627,4.431,9.37E-06,-0.075827,0.064741,-1.171,0.2415,2.90E-07,0.000189814,1
1041,DRB3_9901-DRB1_101,0.182978,0.030983,5.906,3.51E-09,-0.159841,0.185391,-0.862,0.3886,-0.07468,0.106636,-0.7,0.4837,4.91E-08,1,1
1041,DRB3_9901-DQA1_101,0.212368,0.032618,6.511,7.48E-11,0.157392,0.110756,1.421,0.155298,-0.238663,0.068847,-3.467,0.000527,1.15E-09,1,0.104940534
1041,DRB3_9901-DRB5_101,0.118578,0.032974,3.596,0.000323,0.139829,0.131469,1.064,0.287515,-0.016418,0.074912,-0.219,0.826523,0.003476337,1,1
1041,DRB3_9901-DRB1_1501,0.119873,0.032994,3.633,0.00028,0.141801,0.13135,1.08,0.28033,-0.019155,0.07493,-0.256,0.79823,0.003020199,1,1
1041,DRB3_9901-DRB1_401,0.133997,0.03246,4.128,3.66E-05,0.368999,0.14685,2.513,0.012,-0.150961,0.084913,-1.778,0.0754,0.000406817,0.144308738,1
1041,DRB3_9901-B_702,0.160716,0.033802,4.755,1.99E-06,0.330761,0.098961,3.342,0.000831,-0.140166,0.060938,-2.3,0.02144,2.36E-05,0.011243004,1
1041,DRB1_101-DQA1_101,-0.063811,0.151199,-0.422,0.673,-0.084188,0.065148,-1.292,0.1963,-0.067377,0.121969,-0.552,0.5807,1,1,1
1041,DRB1_101-DRB5_101,-0.174788,0.055773,-3.134,0.001725,0.147324,0.038136,3.863,0.000112,-0.148306,0.143436,-1.034,0.301156,0.018290387,0.001731149,1
1041,DRB1_101-DRB1_1501,-0.175544,0.05578,-3.147,0.001649,0.143131,0.038304,3.737,0.000186,-0.137524,0.143531,-0.958,0.337991,0.017494459,0.00275949,1
1041,DRB1_101-DRB1_401,-0.194,0.05526,-3.511,0.000447,0.148372,0.043547,3.407,0.000656,-0.020345,0.157146,-0.129,0.896988,0.004794823,0.009001128,1
1041,DRB1_101-B_702,-0.178253,0.058493,-3.047,0.00231,0.158552,0.038622,4.105,4.04E-05,-0.134788,0.10782,-1.25,0.21126,0.024426336,0.000692499,1
1041,DQA1_101-DRB5_101,-0.117405,0.044579,-2.634,0.00845,0.15579,0.03904,3.991,6.59E-05,-0.219506,0.116815,-1.879,0.06023,0.088287741,0.001069062,1
1041,DQA1_101-DRB1_1501,-0.118914,0.044616,-2.665,0.007692,0.150694,0.039233,3.841,0.000123,-0.200593,0.116401,-1.723,0.084836,0.080480273,0.001884573,1
1041,DQA1_101-DRB1_401,-0.162532,0.04462,-3.643,0.00027,0.130883,0.045004,2.908,0.00363,0.109309,0.120257,0.909,0.36337,0.002914295,0.045822079,1
1041,DQA1_101-B_702,-0.124318,0.047014,-2.644,0.00819,0.174002,0.040135,4.335,1.45E-05,-0.151814,0.08439,-1.799,0.07202,0.085611018,0.000279087,1
1041,DRB5_101-DRB1_1501,0.038469,0.392996,0.098,0.922,0.058462,0.391407,0.149,0.881,0.040049,0.069207,0.579,0.563,1,1,1
1041,DRB5_101-DRB1_401,0.186152,0.039696,4.689,2.74E-06,0.209757,0.045653,4.595,4.34E-06,-0.075724,0.113139,-0.669,0.5033,3.22E-05,9.60E-05,1
1041,DRB5_101-B_702,0.157945,0.054912,2.876,0.00402,0.1462,0.053517,2.732,0.0063,-0.097198,0.06291,-1.545,0.12234,0.04229314,0.077828857,1
1041,DRB1_1501-DRB1_401,0.182925,0.039861,4.589,4.45E-06,0.209746,0.045659,4.594,4.35E-06,-0.077657,0.113609,-0.684,0.4943,5.18E-05,9.62E-05,1
1041,DRB1_1501-B_702,0.159691,0.05498,2.905,0.00368,0.150308,0.053547,2.807,0.005,-0.106256,0.06325,-1.68,0.09297,0.03875241,0.062324237,1
1041,DRB1_401-B_702,0.211707,0.047139,4.491,7.09E-06,0.179838,0.040296,4.463,8.08E-06,-0.125827,0.09049,-1.391,0.1644,8.16E-05,0.000166352,1
HC432,C_1202-B_5201,0.786807,2.205969,0.357,0.7213,0.248684,2.166392,0.115,0.9086,0.08227,1.825784,0.045,0.9641,1,1,1
1047,DRB1_301-DQB1_201,0.066716,0.3053295,0.219,0.827,-0.0658994,0.3053575,-0.216,0.829,0.1590236,0.0750097,2.12,0.034,1,1,1
1047,DRB1_301-B_801,0.0236741,0.0805691,0.294,0.76888,-0.0165278,0.0844829,-0.196,0.8449,0.1921412,0.0712655,2.696,0.00701,1,1,0.729328486
1047,DRB1_301-C_701,0.0374985,0.0795928,0.471,0.6375,0.015871,0.066072,0.24,0.8102,0.1543493,0.0679994,2.27,0.0232,1,1,1
1047,DRB1_301-DRB3_101,0.0320581,0.0960159,0.334,0.73847,-0.1060462,0.0837071,-1.267,0.2052,0.2226083,0.0693405,3.21,0.00133,1,1,0.215541135
1047,DQB1_201-B_801,0.0161185,0.0795801,0.203,0.8395,-0.0003107,0.0831281,-0.004,0.997,0.1827706,0.0714108,2.559,0.0105,1,1,0.950231178
1047,DQB1_201-C_701,0.03737,0.078754,0.475,0.635,0.02813,0.065444,0.43,0.667,0.141432,0.068176,2.075,0.038,1,1,1
1047,DQB1_201-DRB3_101,0.023822,0.093983,0.253,0.7999,-0.092464,0.082226,-1.125,0.2608,0.214457,0.069456,3.088,0.00202,1,1,0.289795461
1047,B_801-C_701,-0.0596883,0.1337056,-0.446,0.6553,0.0365102,0.0911484,0.401,0.6887,0.1719452,0.0758904,2.266,0.0235,1,1,1
1047,B_801-DRB3_101,-0.0222276,0.0842817,-0.264,0.791988,-0.0710675,0.0720947,-0.986,0.324255,0.253524,0.0686475,3.693,0.000222,1,1,0.051619953
1047,C_701-DRB3_101,0.0046643,0.0667442,0.07,0.944287,-0.0788786,0.072817,-1.083,0.2787,0.231565,0.0646787,3.58,0.000343,1,1,0.07337474
1060,DQB1_501-DQA1_101,0.1342898,0.0552535,2.43,0.0151,0.0006679,0.0387911,0.017,0.9863,0.005342,0.0331164,0.161,0.8719,0.15693642,1,1
1060,DQB1_501-DRB1_101,0.150902,0.032585,4.631,3.64E-06,-0.056343,0.056239,-1.002,0.3164,0.033502,0.040122,0.835,0.4037,4.26E-05,1,1
1060,DQB1_501-DRB4_9901,0.217455,0.058406,3.723,0.000197,0.062314,0.013386,4.655,3.23E-06,-0.059106,0.033679,-1.755,0.079259,0.00213415,7.41E-05,1
1060,DQB1_501-DQB1_302,0.121635,0.017551,6.93,4.20E-12,-0.106235,0.020918,-5.079,3.80E-07,0.086907,0.054911,1.583,0.1135,6.88E-11,1.11E-05,1
1060,DQB1_501-C_304,0.120794,0.017748,6.806,1.00E-11,-0.144087,0.024879,-5.791,6.98E-09,0.144972,0.046819,3.096,0.00196,1.61E-10,2.97E-07,0.284398217
1060,DQB1_501-B_4001,0.126815,0.017326,7.319,2.49E-13,-0.157936,0.029486,-5.356,8.50E-08,0.124691,0.057091,2.184,0.029,4.30E-12,2.93E-06,1
1060,DQB1_501-DQA1_201,0.131947,0.017976,7.34,2.13E-13,-0.058601,0.017873,-3.279,0.00104,0.00342,0.047596,0.072,0.94272,3.69E-12,0.013878399,1
1060,DQB1_501-DRB1_701,0.131622,0.017982,7.32,2.49E-13,-0.056739,0.017853,-3.178,0.00148,-0.005108,0.047699,-0.107,0.91472,4.30E-12,0.01944732,1
1060,DQB1_501-B_4403,0.143471,0.017168,8.357,2.00E-16,-0.08206,0.027495,-2.985,0.00284,-0.114592,0.065702,-1.744,0.08114,4.06E-15,0.036261426,1
1060,DQB1_501-DRB4_103,0.107481,0.019562,5.494,3.92E-08,-0.047851,0.014842,-3.224,0.00126,0.096852,0.037705,2.569,0.01021,5.19E-07,0.016667659,0.932432609
1060,DQB1_501-DQA1_301,0.11243,0.018797,5.981,2.21E-09,-0.053252,0.015682,-3.396,0.000684,0.106579,0.040456,2.634,0.008428,3.13E-08,0.009361304,0.822358076
1060,DQB1_501-DRB1_103,0.140286,0.017599,7.971,1.57E-15,0.165799,0.075723,2.19,0.0286,-0.100138,0.074021,-1.353,0.1761,3.04E-14,0.334864124,1
1060,DQA1_101-DRB1_101,0.086772,0.025886,3.352,0.000802,0.005797,0.053311,0.109,0.913408,0.034833,0.039156,0.89,0.373677,0.008552149,1,1
1060,DQA1_101-DRB4_9901,0.223381,0.054431,4.104,4.06E-05,0.067605,0.013629,4.96,7.04E-07,-0.074865,0.031406,-2.384,0.0171,0.00045012,1.93E-05,1
1060,DQA1_101-DQB1_302,0.101687,0.016558,6.141,8.19E-10,-0.107516,0.021209,-5.069,3.99E-07,0.088073,0.051515,1.71,0.0873,1.19E-08,1.16E-05,1
1060,DQA1_101-C_304,0.10184,0.016699,6.099,1.07E-09,-0.145636,0.02529,-5.759,8.48E-09,0.139932,0.044531,3.142,0.00168,1.54E-08,3.56E-07,0.25258086
1060,DQA1_101-B_4001,0.107588,0.016312,6.596,4.23E-11,-0.160459,0.029997,-5.349,8.84E-08,0.120306,0.054139,2.222,0.0263,6.57E-10,3.03E-06,1
1060,DQA1_101-DQA1_201,0.108057,0.016978,6.365,1.96E-10,-0.065304,0.018152,-3.598,0.000321,0.028243,0.044565,0.634,0.526238,2.94E-09,0.004600097,1
1060,DQA1_101-DRB1_701,0.108114,0.016982,6.367,1.93E-10,-0.063114,0.018131,-3.481,0.0005,0.019673,0.044641,0.441,0.6594,2.89E-09,0.006958381,1
1060,DQA1_101-B_4403,0.121155,0.01619,7.483,7.25E-14,-0.088758,0.02797,-3.173,0.00151,-0.070854,0.061076,-1.16,0.24601,1.29E-12,0.019822969,1
1060,DQA1_101-DRB4_103,0.083175,0.018519,4.491,7.08E-06,-0.052609,0.015085,-3.488,0.000487,0.112465,0.035257,3.19,0.001423,8.15E-05,0.006791771,0.223830078
1060,DQA1_101-DQA1_301,0.093177,0.01775,5.249,1.53E-07,-0.054498,0.015914,-3.425,0.000616,0.105701,0.03797,2.784,0.005372,1.94E-06,0.008480252,0.605743028
1060,DQA1_101-DRB1_103,0.119531,0.016434,7.274,3.50E-13,0.179114,0.075938,2.359,0.0183,-0.093716,0.072675,-1.29,0.1972,6.00E-12,0.217003636,1
1060,DRB1_101-DRB4_9901,0.152654,0.065056,2.347,0.019,0.065133,0.013088,4.977,6.47E-07,-0.027876,0.037759,-0.738,0.4604,0.197032062,1.79E-05,1
1060,DRB1_101-DQB1_302,0.113402,0.019911,5.695,1.23E-08,-0.107501,0.020515,-5.24,1.60E-07,0.040337,0.063654,0.634,0.5263,1.67E-07,5.12E-06,1
1060,DRB1_101-C_304,0.106794,0.020292,5.263,1.42E-07,-0.144621,0.024376,-5.933,2.98E-09,0.160637,0.051532,3.117,0.00183,1.81E-06,1.36E-07,0.270782799
1060,DRB1_101-B_4001,0.113595,0.019772,5.745,9.18E-09,-0.159678,0.028916,-5.522,3.35E-08,0.136367,0.063134,2.16,0.0308,1.26E-07,1.26E-06,1
1060,DRB1_101-DQA1_201,0.127312,0.020368,6.25,4.09E-10,-0.058574,0.017518,-3.344,0.000827,-0.059156,0.055077,-1.074,0.282796,6.03E-09,0.011192931,1
1060,DRB1_101-DRB1_701,0.126296,0.02038,6.197,5.76E-10,-0.057364,0.017503,-3.277,0.00105,-0.064291,0.055168,-1.165,0.24387,8.42E-09,0.014005189,1
1060,DRB1_101-B_4403,0.128488,0.019484,6.595,4.26E-11,-0.090112,0.026879,-3.352,0.000801,-0.096681,0.078652,-1.229,0.218987,6.62E-10,0.010863293,1
1060,DRB1_101-DRB4_103,0.098306,0.022273,4.414,1.02E-05,-0.050437,0.014549,-3.467,0.000527,0.080465,0.041883,1.921,0.05471,0.000116512,0.007313291,1
1060,DRB1_101-DQA1_301,0.096518,0.021351,4.521,6.17E-06,-0.057841,0.015376,-3.762,0.000169,0.117461,0.046164,2.544,0.010945,7.12E-05,0.002525965,0.98101682
1060,DRB1_101-DRB1_103,0.136904,0.019028,7.195,6.25E-13,0.199678,0.043436,4.597,4.28E-06,-0.191499,0.14518,-1.319,0.1872,1.06E-11,9.48E-05,1
1060,DRB4_9901-DQB1_302,0.057304,0.013893,4.125,3.71E-05,-0.070461,0.033442,-2.107,0.0351,-0.003009,0.036948,-0.081,0.9351,0.000412212,0.409008142,1
1060,DRB4_9901-C_304,0.071868,0.013133,5.473,4.44E-08,-0.085902,0.042585,-2.017,0.0437,-0.011337,0.032049,-0.354,0.7235,5.86E-07,0.505445071,1
1060,DRB4_9901-B_4001,0.077268,0.012751,6.06,1.36E-09,-0.075384,0.051587,-1.461,0.1439,-0.042512,0.038112,-1.115,0.2647,1.95E-08,1,1
1060,DRB4_9901-DQA1_201,0.073692,0.015142,4.867,1.14E-06,0.005281,0.028234,0.187,0.8516,-0.047683,0.030386,-1.569,0.1166,1.37E-05,1,1
1060,DRB4_9901-DRB1_701,0.073043,0.015148,4.822,1.42E-06,0.007286,0.028193,0.258,0.7961,-0.051706,0.030381,-1.702,0.0888,1.70E-05,1,1
1060,DRB4_9901-B_4403,0.070433,0.012979,5.427,5.74E-08,-0.055404,0.043663,-1.269,0.2045,-0.024865,0.040881,-0.608,0.543,7.51E-07,1,1
1060,DRB4_9901-DRB4_103,0.097895,0.021946,4.461,8.17E-06,0.042567,0.027657,1.539,0.1238,-0.033084,0.022384,-1.478,0.1394,9.38E-05,1,1
1060,DRB4_9901-DQA1_301,0.091632,0.017216,5.323,1.02E-07,0.030826,0.025949,1.188,0.2349,-0.03264,0.024805,-1.316,0.1882,1.31E-06,1,1
1060,DRB4_9901-DRB1_103,0.076206,0.012239,6.227,4.77E-10,0.278421,0.146662,1.898,0.0576,-0.084182,0.085843,-0.981,0.3268,7.01E-09,0.65989561,1
1060,DQB1_302-C_304,-0.098025,0.023485,-4.174,2.99E-05,-0.098756,0.028848,-3.423,0.000619,0.032799,0.040021,0.82,0.412477,0.000333633,0.008519464,1
1060,DQB1_302-B_4001,-0.104805,0.02153,-4.868,1.13E-06,-0.131651,0.033094,-3.978,6.95E-05,0.049829,0.048103,1.036,0.3003,1.36E-05,0.001121469,1
1060,DQB1_302-DQA1_201,-0.12577,0.020859,-6.029,1.65E-09,-0.092419,0.017432,-5.302,1.15E-07,-0.005099,0.055889,-0.091,0.9273,2.35E-08,3.83E-06,1
1060,DQB1_302-DRB1_701,-0.124824,0.020896,-5.974,2.32E-09,-0.091187,0.017431,-5.231,1.68E-07,-0.005812,0.055337,-0.105,0.9163,3.28E-08,5.35E-06,1
1060,DQB1_302-B_4403,-0.111167,0.019973,-5.566,2.61E-08,-0.113476,0.026897,-4.219,2.45E-05,-0.074993,0.075274,-0.996,0.3191,3.49E-07,0.000443942,1
1060,DQB1_302-DRB4_103,-0.106683,0.048121,-2.217,0.0266,-0.025004,0.016192,-1.544,0.1225,0.008628,0.037242,0.232,0.8168,0.275133554,1,1
1060,DQB1_302-DQA1_301,-0.09125,0.054532,-1.673,0.0943,-0.006923,0.019451,-0.356,0.7219,-0.009168,0.040583,-0.226,0.8213,0.9629633,1,1
1060,DQB1_302-DRB1_103,-0.112948,0.019515,-5.788,7.13E-09,0.141148,0.043888,3.216,0.0013,0.145858,0.130784,1.115,0.2647,9.81E-08,0.017172519,1
1060,C_304-B_4001,-0.064974,0.037537,-1.731,0.08347,-0.24085,0.086509,-2.784,0.00537,0.145477,0.06989,2.082,0.03739,0.853534713,0.066758406,1
1060,C_304-DQA1_201,-0.133794,0.024268,-5.513,3.52E-08,-0.089698,0.017392,-5.157,2.51E-07,0.048024,0.054014,0.889,0.374,4.67E-07,7.68E-06,1
1060,C_304-DRB1_701,-0.135605,0.024272,-5.587,2.31E-08,-0.089994,0.017399,-5.172,2.31E-07,0.063133,0.053327,1.184,0.2365,3.10E-07,7.14E-06,1
1060,C_304-B_4403,-0.123563,0.022597,-5.468,4.55E-08,-0.123385,0.02629,-4.693,2.69E-06,0.002735,0.097323,0.028,0.9776,6.00E-07,6.29E-05,1
1060,C_304-DRB4_103,-0.108059,0.033148,-3.26,0.00111,-0.047796,0.014937,-3.2,0.00138,0.006993,0.034121,0.205,0.83762,0.011809605,0.018186508,1
1060,C_304-DQA1_301,-0.091237,0.031953,-2.855,0.0043,-0.043132,0.016162,-2.669,0.00761,-0.010957,0.034785,-0.315,0.75277,0.045213518,0.093273598,1
1060,C_304-DRB1_103,-0.119181,0.022257,-5.355,8.57E-08,0.145624,0.04351,3.347,0.000817,0.156718,0.139432,1.124,0.261025,1.11E-06,0.011066923,1
1060,B_4001-DQA1_201,-0.152481,0.028915,-5.273,1.34E-07,-0.086381,0.017085,-5.056,4.28E-07,0.032012,0.064818,0.494,0.6214,1.71E-06,1.23E-05,1
1060,B_4001-DRB1_701,-0.155675,0.028934,-5.38,7.43E-08,-0.0866,0.017092,-5.067,4.05E-07,0.05117,0.063648,0.804,0.4214,9.66E-07,1.18E-05,1
1060,B_4001-B_4403,-0.150355,0.026966,-5.576,2.47E-08,-0.127204,0.025995,-4.893,9.92E-07,0.084765,0.113283,0.748,0.4543,3.31E-07,2.62E-05,1
1060,B_4001-DRB4_103,-0.155277,0.038559,-4.027,5.65E-05,-0.054923,0.014404,-3.813,0.000137,0.044962,0.04056,1.109,0.267628,0.000623077,0.002083726,1
1060,B_4001-DQA1_301,-0.136814,0.037086,-3.689,0.000225,-0.052631,0.015444,-3.408,0.000655,0.024837,0.041523,0.598,0.54974,0.002433725,0.008989603,1
1060,B_4001-DRB1_103,-0.139458,0.026515,-5.26,1.44E-07,0.152053,0.042757,3.556,0.000376,0.137347,0.166839,0.823,0.410376,1.83E-06,0.005333154,1
1060,DQA1_201-DRB1_701,-0.033145,0.160711,-0.206,0.8366,-0.094827,0.161403,-0.588,0.5569,0.038487,0.033417,1.152,0.2494,1,1,1
1060,DQA1_201-B_4403,-0.065289,0.019494,-3.349,0.000811,-0.133439,0.046048,-2.898,0.003757,0.062972,0.044349,1.42,0.155626,0.008646479,0.047366658,1
1060,DQA1_201-DRB4_103,-0.109919,0.023745,-4.629,3.67E-06,-0.070457,0.016181,-4.354,1.34E-05,0.069886,0.025788,2.71,0.00673,4.29E-05,0.000260594,0.709038174
1060,DQA1_201-DQA1_301,-0.102957,0.018665,-5.516,3.47E-08,-0.080223,0.015667,-5.121,3.04E-07,0.025195,0.040748,0.618,0.5364,4.61E-07,9.12E-06,1
1060,DQA1_201-DRB1_103,-0.075065,0.016675,-4.502,6.74E-06,0.163156,0.0446,3.658,0.000254,-0.037244,0.118902,-0.313,0.754101,7.76E-05,0.003687951,1
1060,DRB1_701-B_4403,-0.0671,0.019505,-3.44,0.000581,-0.133855,0.046062,-2.906,0.003661,0.070499,0.044204,1.595,0.110743,0.006213208,0.046187441,1
1060,DRB1_701-DRB4_103,-0.106877,0.023687,-4.512,6.42E-06,-0.069115,0.016179,-4.272,1.94E-05,0.066704,0.025783,2.587,0.00968,7.40E-05,0.000360905,0.898466204
1060,DRB1_701-DQA1_301,-0.100559,0.018662,-5.389,7.10E-08,-0.079224,0.015686,-5.051,4.40E-07,0.019767,0.040562,0.487,0.626,9.25E-07,1.26E-05,1
1060,DRB1_701-DRB1_103,-0.073568,0.016661,-4.416,1.01E-05,0.164107,0.044601,3.679,0.000234,-0.070579,0.11993,-0.588,0.556198,0.000115417,0.003418777,1
1060,B_4403-DRB4_103,-0.110246,0.03064,-3.598,0.000321,-0.059528,0.014065,-4.232,2.31E-05,-0.036163,0.050447,-0.717,0.473462,0.003456468,0.000421156,1
1060,B_4403-DQA1_301,-0.114973,0.029055,-3.957,7.59E-05,-0.062211,0.014919,-4.17,3.05E-05,-0.033812,0.053977,-0.626,0.531,0.000833826,0.000539944,1
1060,B_4403-DRB1_103,-0.10709,0.025567,-4.189,2.81E-05,0.182812,0.042615,4.29,1.79E-05,-0.284065,0.17495,-1.624,0.1044,0.000313735,0.000335781,1
1060,DRB4_103-DQA1_301,-0.052216,0.023215,-2.249,0.0245,-0.060074,0.035333,-1.7,0.0891,0.03397,0.024856,1.367,0.1717,0.253622707,1,1
1060,DRB4_103-DRB1_103,-0.055276,0.01368,-4.041,5.33E-05,0.12694,0.048558,2.614,0.00894,0.095048,0.094492,1.006,0.31447,0.000588308,0.108756064,1
1060,DQA1_301-DRB1_103,-0.059595,0.014521,-4.104,4.06E-05,0.124231,0.046874,2.65,0.00804,0.147319,0.100107,1.472,0.14112,0.00045012,0.098233087,1
HC273,B_702-C_702,-0.0537545,0.0317033,-1.696,0.09,0.0233735,0.0264007,0.885,0.376,-0.0121381,0.017992,-0.675,0.4999,0.919554657,1,1
HC273,B_702-DRB5_101,-0.0229507,0.0134467,-1.707,0.08786,-0.0049006,0.0137258,-0.357,0.72107,-0.0276641,0.0161716,-1.711,0.08714,0.89793476,1,1
HC273,B_702-DRB5_9901,-0.0747065,0.0255119,-2.928,0.00341,0.0056552,0.0131413,0.43,0.66695,0.0259978,0.0159022,1.635,0.10208,0.035922636,1,1
HC273,B_702-DQB1_602,-0.0251895,0.0133788,-1.883,0.05973,-0.0092199,0.0139151,-0.663,0.5076,-0.0199349,0.0163899,-1.216,0.22387,0.612450771,1,1
HC273,C_702-DRB5_101,-0.0197844,0.0126456,-1.565,0.11769,-0.0108981,0.0137327,-0.794,0.42743,-0.0225013,0.0157925,-1.425,0.15421,1,1,1
HC273,C_702-DRB5_9901,-0.0613993,0.025273,-2.429,0.01512,0.0109776,0.0131679,0.834,0.40447,0.0202905,0.015518,1.308,0.19103,0.157129742,1,1
HC273,C_702-DQB1_602,-0.0223954,0.0125938,-1.778,0.07536,-0.0161314,0.0139271,-1.158,0.24675,-0.013591,0.0160211,-0.848,0.39626,0.771096177,1,1
HC273,DRB5_101-DRB5_9901,-0.0226452,0.0423077,-0.535,0.59248,0.0139552,0.0385015,0.362,0.71701,-0.0028298,0.0186004,-0.152,0.87908,1,1,1
HC273,DRB5_101-DQB1_602,-0.017303,0.048476,-0.357,0.72114,-0.018616,0.049204,-0.378,0.70518,-0.001933,0.019105,-0.101,0.91943,1,1,1
HC273,DRB5_9901-DQB1_602,0.00668,0.0304,0.22,0.82606,-0.030114,0.03613,-0.833,0.40457,-0.001796,0.018814,-0.095,0.92397,1,1,1
HC310,B_801-C_701,-0.0698059,0.0331254,-2.107,0.0351,-0.0035162,0.0210786,-0.167,0.8675,0.0152498,0.0212916,0.716,0.4738,0.362018594,1,1
HC310,B_801-A_101,-0.0149169,0.0199248,-0.749,0.4541,-0.0027648,0.0139918,-0.198,0.8434,-0.0352406,0.018297,-1.926,0.0541,1,1,1
HC310,C_701-A_101,-0.0126379,0.0159329,-0.793,0.4277,-0.0087279,0.0144143,-0.606,0.5448,-0.0277674,0.0164703,-1.686,0.0918,1,1,1
HC136,DRB1_404-B_801,0.4812894,0.0704644,6.83,8.48E-12,0.2915023,0.0390229,7.47,8.02E-14,0.0002715,0.1255374,0.002,0.9983,1.37E-10,8.24E-12,1
