,B_5101,B_5108,B_1501,B_1503,DRB3_301,DQA1_101,DQB1_604,DPB1_402,DPB1_401,C_1203,C_1202,A_202,A_201,A_206,A_205,A_2402,DQB1_201,DQB1_202,C_304,C_302,C_303,A_1101,DRB4_101,DRB4_103,DRB1_301,DQB1_609,DRB1_1601,DQB1_601,DQB1_603,DQB1_602,B_2705,DRB1_901,C_501,DRB1_401,DRB1_402,DRB1_403,DRB1_404,DRB1_405,DRB1_407,A_3402,C_602,B_4102,B_4101,B_4405,B_4403,B_4402,DPB1_1901,DPB1_1301,A_3101,DRB1_1001,B_3801,DRB1_1301,DRB1_1303,DRB1_1302,DPB1_501,DPB1_1401,A_3201,C_802,B_3503,B_3502,B_3501,B_3508,DRB3_202,A_211,B_1401,B_1402,DRB3_101,B_1302,DQB1_304,DQB1_301,DQB1_302,DQB1_303,A_101,DPB1_1001,B_5001,DQA1_301,DQA1_303,DRB1_1103,C_1402,C_202,DRB1_701,B_5701,A_2901,A_2902,C_102,A_302,DRB1_804,DRB1_806,DRB1_801,DRB1_803,C_401,B_4501,B_2702,DQA1_601,DRB1_1401,DRB3_9901,A_6801,A_6802,DPA1_104,DPA1_105,DPA1_103,DQA1_501,DPB1_301,DRB1_1104,DRB1_1102,DRB1_1101,DRB5_9901,DRB5_101,B_801,A_3301,A_3303,DPB1_1501,B_1801,DPB1_901,C_1701,DRB5_202,DPB1_2001,A_2301,B_5601,C_1602,DPB1_2301,DQB1_402,B_5301,DPB1_1601,A_2601,DQA1_201,A_2608,B_1517,B_1518,C_1502,C_1505,B_3701,DRB4_9901,A_301,A_2501,B_702,B_705,C_1601,B_4901,C_1604,DRB1_101,DRB1_103,DRB1_102,B_5501,A_6601,DQA1_103,DQA1_102,DRB1_1502,DRB1_1501,DQB1_502,DQB1_503,DQB1_501,DQB1_504,DPA1_201,DPA1_202,DQA1_401,DPB1_201,DPB1_202,DPB1_1101,B_5801,C_701,C_702,C_704,B_4701,A_3002,A_3001,A_3004,B_4002,B_4001,DRB1_1201,B_3906,B_3901,DPB1_1701,B_5201,DPB1_101
HC239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.964759666669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.307336273894,0.00955726844709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.846999839648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0475829527054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.145674539545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.794096123946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.819555517951,1.0,1.0,1.0,1.0,1.0,0.0195472274799,1.0,1.0,1.0,1.0,1.0,1.0,0.905016337926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28956449382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC151,1.0,1.0,1.0,1.0,1.0,0.00347462381168,1.0,1.0,1.0,1.0,1.0,1.0,1.14611389261e-11,1.0,1.0,1.0,1.0,1.0,0.00875563967951,1.0,1.0,1.0,0.292620395834,6.85400049569e-17,1.0,1.0,1.0,1.0,0.0228281263314,2.50610270363e-100,0.0165396045782,1.0,1.0,1.75518980208e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000402752269893,1.0,1.0,1.0,1.0,1.0,0.0146196962981,0.036849695421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0827936375341,1.0,1.0,1.0,1.0,1.0,1.0,1.58047227433e-07,0.000323442877584,0.112396670784,1.0,1.0,0.411993546322,3.81970208047e-12,1.0,1.0,1.0,1.0,0.000371553336723,1.0,1.0,1.0,0.0289407148627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71178667325,0.0379796109428,0.985324964146,1.0,1.0,1.0,1.0,1.0,0.244677921715,1.0,1.0,0.133069908262,2.28089550198e-102,2.66800157709e-107,1.0,1.0,1.0,1.0,2.32115773997e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.309837437165,1.0,1.0,1.0,1.0,0.00100445263694,1.0,1.0,1.0,1.0,1.0,1.0,1.28821711515e-24,7.05716564484e-05,1.0,2.42820561564e-17,1.0,1.0,1.0,1.0,0.449648511676,1.0,1.0,1.0,1.0,0.00404866910557,1.01965647186e-82,1.0,1.97374281264e-106,1.0,0.682082045571,0.250120404806,1.0,1.0,1.0,1.0,0.516784126821,1.0,1.0,1.0,1.0,2.19871290494e-14,0.402138752635,1.0,0.325216948698,1.0,1.0,1.0,0.0668593860097,1.0,1.0,1.0,1.0,1.0,1.0
HC156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.743976224e-09,1.0,1.0,1.0,1.0,0.00256597412087,0.000750759643192,1.0,1.20801592403e-05,1.0,0.00100445263694,0.681861987847,1.0,5.63436744395e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000954622094806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55242181865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.36827104964e-13,1.0,1.0,1.0,1.0,2.51648203602e-26,1.0,1.0,1.0,1.0,0.0248724415354,0.137844649966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000282714956985,0.000210754992207,0.0112461577403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0365424648537,1.0,1.0,1.0,1.0,1.0,1.0,1.58047227433e-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00654901552748,0.00357472682579,1.0,0.000364763742343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0172701115001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.807587416042,1.0,1.0,1.0,1.0,1.0,1.0
HC155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.309092984915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36604156451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63676122071,1.0,1.0,1.0,1.0,1.0,1.0,0.795185081408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.695569157271,0.86530160946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.171018758321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.54278010703e-10,1.0,1.0,1.0,1.0,1.0,1.0,0.430642624507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.709848764952,1.0
HC303,0.0170948385036,1.0,1.0014371515e-06,1.0,7.48571194932e-05,2.93488899944e-47,0.000356443355142,0.00229568506856,1.95108331173e-18,0.000782279882811,0.452524255654,1.0,2.88354654731e-26,1.0,1.0,1.69547953999e-05,0.0,2.93918987188e-07,2.29272534677e-07,1.0,6.32830825167e-09,0.103149014909,1.39750971025e-28,8.96689621315e-84,0.0,1.0,1.0,0.969412374864,2.2131586074e-12,1.13096470652e-15,0.000583870163632,0.000127817100129,6.7449783882e-15,1.05863503164e-34,1.0,1.0,0.000873845012838,1.0,1.0,1.0,5.38706920558e-10,1.0,1.0,1.0,0.000115294820062,6.97691754164e-27,1.0,1.0,1.0,0.193573951755,1.0,3.97318882395e-13,1.0,1.94846547991e-05,1.0,1.0,1.0,1.0,1.0,1.0,2.32064199436e-11,1.0,1.63104892248e-12,1.0,0.141788847061,1.0,0.0,1.0,1.0,1.96662350714e-65,1.88025426428e-10,2.89809347566e-24,2.78842619286e-157,0.905016337926,1.0,5.61231141542e-64,1.0,1.0,1.0,0.000954622094806,0.0449878888121,7.02788690092e-13,1.0,1.0,0.0117808210404,1.0,1.0,1.0,0.0550604481377,1.0,1.7138877559e-13,1.0,1.0,1.0,0.000250328374288,8.37374515443e-210,0.132126165973,1.0,1.0,1.0,1.45047229252e-89,0.0,0.175409627478,0.851713287087,1.0,0.000882240828999,1.30541935053e-18,6.34779441469e-16,0.0,1.0,1.0,1.0,1.0,0.0147123959096,1.0,0.880892037196,1.0,1.0,1.0,1.0,1.0,0.0043703789636,1.0,1.0,1.0,0.0377309967087,1.0,1.0,1.0,0.364937240769,1.0,0.0401740340876,2.38844409657e-33,0.0886463758407,1.0,4.35898496031e-18,1.0,8.3586343776e-05,1.0,1.0,4.13211343507e-24,5.89979863292e-06,1.0,0.000420491379514,1.0,6.72282469143e-15,4.75435022321e-27,0.992842692336,7.70664391001e-16,1.0,3.35904227427e-06,5.47419933129e-38,1.0,1.21387231975e-117,1.0,0.0142183224876,1.92650857786e-07,1.0,1.68948578257e-14,1.0,0.0,1.04704320536e-15,0.00164909758734,1.0,1.0,1.0,1.0,1.0,0.000839975007364,0.0608858151349,1.0,1.0,1.0,0.43774597594,4.21331216289e-220
HC302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.912594605635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0379796109428,1.0,1.0,1.0,0.066678350847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HC49,1.0,1.0,1.0,1.0,1.0,0.0115336460745,1.0,1.0,1.0,1.0,0.765943460848,1.0,1.0,1.0,1.0,1.0,1.0,0.776970216605,1.0,1.0,1.0,1.0,2.26189297774e-08,1.0,1.0,1.0,1.0,0.83051530321,2.98899922289e-05,0.0096696144599,1.0,1.0,1.0,0.0769229546607,1.0,1.0,3.02232409727e-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.18473967477e-08,1.0,1.0,1.0,1.0,1.0,1.0,0.000346075284154,0.224020325991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.419592665288,1.0,1.0,1.0,0.629901834675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000313577641319,1.0,1.0,0.00201020055744,1.0,1.0,1.0,1.0,0.244677921715,1.0,1.0,0.422446563392,1.0,1.0,1.0,0.00177467570232,1.0,1.0,1.0,1.0,0.00140638568949,1.0,0.00531096436913,1.0,1.0,0.893053700134,0.0695773028268,0.0106878134561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.128746837908,1.0,1.0,1.0,0.000196215390953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.08785424573e-05,1.0,1.0,0.227766843654,1.0,1.0,1.0,1.0,1.0014371515e-06,0.380743495747,1.0,0.00658013965446,1.0,0.309281143286,0.600449871104,1.0,0.00144598372577,1.0,0.0490219867877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08202731026,1.0,1.0,1.0,1.0,1.0,0.0016402029724
