ALL_ID	posterior_mean	posterior_sd	posterior_prob	GBE_ID
DRB1_401	0.0995726348934185	0.0184219645105777	100	HC221
DRB1_1301	0	0	0	HC221
DRB1_1501	-0.0796966064425065	0.0170986962812878	23.9	HC221
DQB1_201	0.10065064316033	0.0147979912494695	100	HC221
DQB1_302	0.127963192218299	0.0194989961202269	100	HC221
DQB1_602	-0.0820154901114478	0.0170844934499805	48	HC221
DQB1_603	0	0	0	HC221
DQA1_102	0	0	0	HC221
DQA1_103	0	0	0	HC221
DQA1_301	0	0	0	HC221
A_101	0	0	0	HC243
B_801	0	0	0	HC243
DRB3_101	-0.0893422256841288	0.016403661217453	13.4	HC243
DRB1_301	-0.0982170707761098	0.0172799479873727	53.8	HC243
DQB1_201	-0.0965992395414432	0.0172548363698933	32.7	HC243
DQA1_501	0	0	0	HC243
DRB1_301	0.0601419073614089	0.0131087562233746	56.4	HC25
DQB1_201	0.0593619572139142	0.0131033146837527	43.6	HC25
B_4402	0	0	0	HC261
B_5701	-0.213501566498659	0.0371933344988434	100	HC261
C_501	0	0	0	HC261
C_602	0	0	0	HC261
DRB4_101	-0.110063738895432	0.0262729753367383	100	HC261
DRB1_401	0	0	0	HC261
DRB1_701	0	0	0	HC261
DQB1_301	0	0	0	HC261
DQB1_303	0	0	0	HC261
DQA1_201	0	0	0	HC261
DQA1_301	0.0692467891510455	0.0165367972493769	100	HC261
B_702	-0.0469980846432601	0.0109373424518463	100	HC269
B_5701	0.0707221149294997	0.018982734231047	71.2	HC269
C_702	0	0	0	HC269
DRB5_101	0	0	0	HC269
DRB5_9901	0	0	0	HC269
DRB1_101	0	0	0	HC269
DRB1_1501	0	0	0	HC269
DQB1_501	0.0555085998393158	0.0115278073380513	37.3	HC269
DQB1_602	0	0	0	HC269
DQA1_101	0.0524913923701672	0.0107695022545937	62.7	HC269
B_702	-0.0365051109459765	0.00928213841676343	69.7	HC273
C_702	-0.0316909099049627	0.00889326652949603	15.5	HC273
DRB5_101	0	0	0	HC273
DRB5_9901	0	0	0	HC273
DRB4_103	0.028912855357214	0.00742939258119064	82.8	HC273
DRB4_9901	0	0	0	HC273
DRB1_1501	0	0	0	HC273
DQB1_602	0	0	0	HC273
DRB1_701	-0.197711436485316	0.0458039767703518	61.2	HC28
DRB1_1501	0	0	0	HC28
DQA1_201	-0.192728625250193	0.0456960182729095	38.8	HC28
DPB1_401	0.112804166475138	0.0297529251875397	69.9	HC28
A_101	0.0837511413168125	0.0187493929773617	16.8	HC295
DRB3_101	0	0	0	HC295
DRB1_301	0.0980257522196619	0.0206326260041503	57.3	HC295
DQB1_201	0.0944308769142091	0.0206352116266547	26	HC295
DRB3_202	-0.118298193269596	0.0347689644574949	43.7	HC298
DRB3_9901	0	0	0	HC298
DQA1_301	0.10985248754426	0.0268736916918939	91.4	HC298
A_101	0	0	0	HC303
B_801	0.332509579816754	0.0509751089507194	100	HC303
B_4402	0	0	0	HC303
C_701	0	0	0	HC303
DRB4_101	1.0101927344265	0.0544292558249803	100	HC303
DRB4_103	0	0	0	HC303
DRB4_9901	0	0	0	HC303
DRB3_101	0	0	0	HC303
DRB3_9901	0	0	0	HC303
DRB1_301	0	0	0	HC303
DRB1_401	0	0	0	HC303
DQB1_201	0.567256557033146	0.124100750416206	100	HC303
DQB1_301	-0.878708248884081	0.104151168465063	100	HC303
DQB1_501	0	0	0	HC303
DQA1_101	-0.349143368752021	0.0711000002793526	100	HC303
DQA1_301	0	0	0	HC303
DQA1_501	0.828070638546579	0.116905175316894	100	HC303
DPB1_101	0.3567471433976	0.0446545228079077	100	HC303
DPA1_103	0	0	0	HC303
DPA1_201	0	0	0	HC303
A_101	0	0	0	HC310
B_801	-0.0565556548595855	0.0103022953668354	100	HC310
C_701	0	0	0	HC310
DRB3_101	0	0	0	HC310
A_101	0	0	0	HC321
B_801	0.605558017842763	0.0664627320603455	100	HC321
C_701	0	0	0	HC321
DRB3_101	0	0	0	HC321
DRB1_301	0	0	0	HC321
DQB1_201	0	0	0	HC321
DQA1_501	0	0	0	HC321
A_101	0	0	0	HC352
B_801	0.573087020696729	0.0751796594537706	100	HC352
C_701	0	0	0	HC352
DRB3_101	0	0	0	HC352
DRB1_301	0	0	0	HC352
DQB1_201	0	0	0	HC352
DQA1_501	0	0	0	HC352
DPB1_101	0	0	0	HC352
B_801	0.0567979254852045	0.0121841162167298	100	HC382
C_701	0	0	0	HC382
DRB4_103	-0.0833539175059772	0.0210366313282149	51.1	HC382
DRB4_9901	-0.0922481836514517	0.015394769947696	38.2	HC382
DRB1_101	0	0	0	HC382
DRB1_301	0	0	0	HC382
DRB1_401	0.132510518948504	0.0203647510284845	100	HC382
DRB1_1301	0	0	0	HC382
DRB1_1302	0	0	0	HC382
DQB1_201	0	0	0	HC382
DQB1_301	0	0	0	HC382
DQB1_302	0	0	0	HC382
DQB1_501	0	0	0	HC382
DQB1_603	-0.122628093158572	0.0200642477812177	16.2	HC382
DQB1_604	-0.130172386557934	0.0258844308787434	100	HC382
DQA1_101	-0.108847555537218	0.0336197448505917	100	HC382
DQA1_102	-0.0623495372254362	0.0116473677825618	61.8	HC382
DQA1_103	-0.166352513979048	0.0335672167678243	83.8	HC382
DQA1_301	0.0851992375966805	0.0192793698748767	51.1	HC382
DQA1_501	0.0676565515194614	0.0132949808153476	38.2	HC382
A_101	0	0	0	HC38
A_3001	0	0	0	HC38
B_702	-0.128651760688724	0.0341911397647057	86.6	HC38
B_1302	0.291187241378866	0.072041465340421	100	HC38
B_3701	0	0	0	HC38
B_5701	0.502769275175499	0.0521820315994748	100	HC38
C_602	0.84244673108616	0.0456363231227934	100	HC38
C_701	0	0	0	HC38
C_702	0	0	0	HC38
DRB4_103	0	0	0	HC38
DRB4_9901	0	0	0	HC38
DRB3_101	0	0	0	HC38
DRB3_9901	0	0	0	HC38
DRB1_301	-0.139486158296511	0.0335772436314456	62.8	HC38
DRB1_701	0	0	0	HC38
DQB1_201	-0.138278707730728	0.0325362510204252	18.5	HC38
DQB1_202	0	0	0	HC38
DQB1_303	0	0	0	HC38
DQA1_201	0	0	0	HC38
DQA1_501	-0.118298290392981	0.0276792817726545	18.7	HC38
DRB5_101	-0.418431291280769	0.0963482844537326	23.4	HC39
DRB5_9901	0.414504475371997	0.0938637581297856	32.8	HC39
DRB1_101	0	0	0	HC39
DRB1_1501	-0.417919947210577	0.0963547075289899	22.7	HC39
DQB1_501	0.318664879449053	0.0748781619410151	45.2	HC39
DQB1_602	-0.416596726225245	0.0963746485043424	21.1	HC39
DQA1_101	0.303932570916298	0.0709218668475412	54.8	HC39
DQA1_102	0	0	0	HC39
A_101	0	0	0	HC422
B_702	0	0	0	HC422
B_2705	2.17081560728297	0.065700057969237	100	HC422
B_4403	0	0	0	HC422
C_102	0	0	0	HC422
C_202	0.246455387717222	0.0751264311200771	16.6	HC422
C_401	0	0	0	HC422
C_602	0	0	0	HC422
C_702	0	0	0	HC422
DRB3_101	0	0	0	HC422
DRB3_9901	0	0	0	HC422
DRB1_101	0	0	0	HC422
DRB1_103	0	0	0	HC422
DRB1_701	0	0	0	HC422
DQB1_302	0	0	0	HC422
DQB1_501	0	0	0	HC422
DQA1_101	0	0	0	HC422
DQA1_102	0	0	0	HC422
DQA1_201	0	0	0	HC422
DQA1_301	0.171255820022657	0.048412947581023	36.6	HC422
B_2705	0.287629899307856	0.0458733542374445	100	HC430
DRB5_101	0	0	0	HC430
DRB5_9901	0	0	0	HC430
DRB4_101	0	0	0	HC430
DRB4_103	0	0	0	HC430
DRB4_9901	0	0	0	HC430
DRB3_202	-0.205533106683109	0.0464901882266564	100	HC430
DRB3_9901	0.0928885415952966	0.0286095656516693	4.7	HC430
DRB1_401	0.395572794798893	0.0401334863958892	100	HC430
DRB1_404	0.360469455835494	0.0549394985529431	100	HC430
DRB1_701	-0.236702440732867	0.0442024139368241	58.7	HC430
DRB1_1101	-0.262500575310826	0.0828268507437975	19.4	HC430
DRB1_1501	0	0	0	HC430
DQB1_301	0	0	0	HC430
DQB1_302	0	0	0	HC430
DQB1_501	0.120009587799642	0.0328300798407676	56	HC430
DQB1_602	0	0	0	HC430
DQA1_102	-0.199526533381889	0.0384026425427411	100	HC430
DQA1_201	-0.229067913417492	0.040388913438295	41.3	HC430
DQA1_301	0	0	0	HC430
B_801	0	0	0	HC497
B_4403	0	0	0	HC497
C_701	0	0	0	HC497
DRB4_101	0	0	0	HC497
DRB3_101	0.265944886055817	0.0526726732244961	2.9	HC497
DRB1_301	0.289259087636943	0.0542843025481725	28.9	HC497
DRB1_404	0.351563828854124	0.0945296917039818	47.5	HC497
DRB1_701	-0.448601078911264	0.0748949713695932	25.7	HC497
DRB1_1301	-0.495085376812932	0.123044279498217	6	HC497
DQB1_201	0.294645859154233	0.0543014900489269	68.2	HC497
DQB1_603	-0.507780831555424	0.123938795424508	17.6	HC497
DQA1_103	-0.520903458399196	0.123053322672328	76.4	HC497
DQA1_201	-0.45709052359881	0.0750064481882271	74.3	HC497
DQA1_501	0	0	0	HC497
A_2902	0	0	0	HC49
B_4001	0	0	0	HC49
B_4403	0.0972045768651034	0.0228592182156797	67.5	HC49
C_1601	0.103640555829226	0.0258896506113708	24.2	HC49
DRB5_101	0	0	0	HC49
DRB4_101	0.0785552537675298	0.0204335983888691	8.3	HC49
DRB3_9901	0.0656940165814841	0.0127249402547908	100	HC49
DRB1_404	-0.20045656651607	0.0309912696977359	100	HC49
DRB1_701	0	0	0	HC49
DRB1_1301	0	0	0	HC49
DRB1_1501	0	0	0	HC49
DQB1_602	0	0	0	HC49
DQB1_603	0	0	0	HC49
DQA1_101	-0.0838792715767699	0.0162928200357508	100	HC49
DQA1_103	-0.128393799587248	0.0270906221493467	100	HC49
DQA1_201	0	0	0	HC49
DPB1_101	0.0922084517290057	0.0222504297686104	100	HC49
DPB1_301	-0.0904956009416818	0.0221738951762254	100	HC49
DPA1_103	0	0	0	HC49
DPA1_201	0	0	0	HC49
A_101	0.0652655250182557	0.0184671488321679	29.6	HC530
A_201	-0.107140910528471	0.0186963772497149	100	HC530
B_801	0.0703020396346957	0.0201838705547713	24.3	HC530
B_1801	-0.181960038299159	0.0421271523986819	80.3	HC530
B_4001	0.143269469240758	0.0302856623103251	100	HC530
B_4402	-0.156732415972805	0.0260027263395721	80.3	HC530
C_501	-0.154867951950046	0.0254974513232391	19.7	HC530
C_701	0.0616549034127724	0.0185783273177893	11.8	HC530
DRB3_101	0	0	0	HC530
DRB1_301	0	0	0	HC530
DRB1_401	0	0	0	HC530
DQB1_201	0	0	0	HC530
DQB1_301	0	0	0	HC530
DQA1_301	0	0	0	HC530
B_702	0	0	0	HC534
C_401	0	0	0	HC534
DRB5_101	0.162358155882988	0.0198861346289497	25.7	HC534
DRB5_9901	0	0	0	HC534
DRB4_103	0	0	0	HC534
DRB4_9901	0	0	0	HC534
DRB3_202	0	0	0	HC534
DRB3_9901	0	0	0	HC534
DRB1_101	0	0	0	HC534
DRB1_401	0	0	0	HC534
DRB1_1301	0	0	0	HC534
DRB1_1501	0.163412117067476	0.0198830728500186	39.4	HC534
DQB1_302	0	0	0	HC534
DQB1_501	0	0	0	HC534
DQB1_602	0.162617596678977	0.0198260280910655	34.9	HC534
DQB1_603	0	0	0	HC534
DQA1_101	0	0	0	HC534
DQA1_103	0	0	0	HC534
DQA1_301	0.182981364207107	0.0179730619158627	100	HC534
A_101	0	0	0	HC55
B_801	0.170702333168973	0.046440369188423	65.2	HC55
B_4402	0	0	0	HC55
B_5701	-0.346017370672724	0.084703051656769	75.2	HC55
C_501	-0.211098756686062	0.0457140115285348	100	HC55
C_602	0	0	0	HC55
C_701	0	0	0	HC55
DRB4_101	0	0	0	HC55
DRB4_103	0	0	0	HC55
DRB4_9901	0	0	0	HC55
DRB3_101	0	0	0	HC55
DRB3_9901	0	0	0	HC55
DRB1_103	0.472767771463319	0.0770139742197985	100	HC55
DRB1_301	0.444228887258143	0.0948296669137859	100	HC55
DRB1_701	-0.251086005030757	0.0450003892034536	50.4	HC55
DQB1_201	0	0	0	HC55
DQB1_303	-0.289970696480994	0.0737020960011617	24.8	HC55
DQA1_201	-0.250711817851833	0.0449609529454323	49.6	HC55
DQA1_501	0.149511099305361	0.0448511377597669	28.3	HC55
DPB1_101	0	0	0	HC55
B_3501	0.684224836915333	0.116178647276163	100	HC59
C_401	0	0	0	HC59
DRB1_103	0	0	0	HC59
B_801	0	0	0	HC607
C_701	0	0	0	HC607
DRB3_101	0	0	0	HC607
DRB1_101	0	0	0	HC607
DRB1_301	0.139424292658903	0.0172138836502903	30.8	HC607
DRB1_401	0.117935351639859	0.0200304062666636	100	HC607
DQB1_201	0.14102366074005	0.0171925317211473	69.2	HC607
DQB1_501	0	0	0	HC607
DQA1_101	0	0	0	HC607
DQA1_501	0	0	0	HC607
B_801	0.18278980448772	0.040895742811247	100	HC608
B_3906	0.667988911681406	0.138135830108641	100	HC608
C_701	0	0	0	HC608
DRB1_101	0	0	0	HC608
DRB1_301	0	0	0	HC608
DQB1_201	0	0	0	HC608
DQB1_501	0	0	0	HC608
DQA1_101	-0.280477188071753	0.0501673791672389	100	HC608
DRB4_103	0.0544627242267038	0.0116162983586386	100	HC61
DRB4_9901	0	0	0	HC61
B_801	0	0	0	HC620
C_701	0	0	0	HC620
DRB3_101	0	0	0	HC620
DRB1_301	0.118702188210877	0.0169148762104211	12.8	HC620
DQB1_201	0.127143386922108	0.0179220965753726	87.2	HC620
DQA1_102	-0.0599783391637865	0.0163561883334522	65.3	HC620
DQA1_501	0	0	0	HC620
A_101	0	0	0	HC639
A_1101	0	0	0	HC639
B_801	0.458843125887969	0.0767931688502613	100	HC639
B_3501	-0.598062544908146	0.164388016087811	71.1	HC639
B_3801	0	0	0	HC639
C_401	0	0	0	HC639
C_701	0	0	0	HC639
DRB4_103	0	0	0	HC639
DRB4_9901	0.268681959862115	0.0536336592233696	45.9	HC639
DRB3_101	0.364654717741642	0.0726056267886361	10	HC639
DRB3_9901	-0.277310753033192	0.0524318645445234	44.1	HC639
DRB1_101	0	0	0	HC639
DRB1_301	0	0	0	HC639
DRB1_1401	0	0	0	HC639
DQB1_201	0	0	0	HC639
DQB1_501	-0.459673114985813	0.0981124443462972	45.9	HC639
DQB1_503	0.634309916413849	0.141510236561121	100	HC639
DQA1_301	0	0	0	HC639
DQA1_501	0	0	0	HC639
DPB1_101	0	0	0	HC639
B_801	0.0882526541955443	0.0176622639260796	78.9	HC643
B_1501	-0.337726249558793	0.0259858543412808	100	HC643
B_2705	-0.29702673349794	0.0305349992126038	100	HC643
C_303	0	0	0	HC643
C_501	0.0834338327564237	0.0167288482759254	100	HC643
C_701	0.0776065174846066	0.0161454847036245	21.1	HC643
DRB5_101	-0.491004106509356	0.0587771933961727	46.4	HC643
DRB5_9901	-0.335623034081582	0.0570386614767626	100	HC643
DRB3_101	0	0	0	HC643
DRB1_301	0	0	0	HC643
DRB1_401	0	0	0	HC643
DRB1_1501	-0.478584096522242	0.057391743633035	53.6	HC643
DQB1_201	0	0	0	HC643
DQB1_301	0	0	0	HC643
DQB1_602	0	0	0	HC643
DQB1_604	-0.265003151766582	0.0366683052862453	100	HC643
DQA1_102	0	0	0	HC643
DQA1_301	0.205558616108742	0.0148913048973598	100	HC643
DQA1_501	0.183765361180078	0.0160505826343175	100	HC643
DPA1_103	0.167864623021809	0.0143358622443448	100	HC643
A_101	0	0	0	HC645
B_801	0.177328820610867	0.0442950914505111	100	HC645
B_4402	-0.184444891489051	0.040107994128262	25.4	HC645
B_5701	-0.35159399302609	0.0784660321389309	9.3	HC645
C_501	-0.187919564970033	0.0392159477293412	74.6	HC645
C_602	0	0	0	HC645
C_701	0	0	0	HC645
DRB4_101	0	0	0	HC645
DRB4_103	0	0	0	HC645
DRB4_9901	0	0	0	HC645
DRB3_101	0	0	0	HC645
DRB3_9901	0	0	0	HC645
DRB1_103	0.447506701109822	0.0715157759111663	100	HC645
DRB1_301	0.377957727614309	0.0807397666411543	95.6	HC645
DRB1_701	-0.25549900810276	0.0426804482905083	46.3	HC645
DQB1_201	0.288184303205752	0.0536046888897928	4.4	HC645
DQB1_303	-0.331039696425428	0.0693777570550047	90.7	HC645
DQA1_201	-0.254715636781119	0.0426625868294893	53.7	HC645
DQA1_501	0.144612950479552	0.0417501461578715	36.2	HC645
DPB1_101	0	0	0	HC645
A_1101	0	0	0	HC646
B_3501	0.82228528096222	0.0874919258948282	100	HC646
C_401	0	0	0	HC646
DRB1_103	0	0	0	HC646
B_702	0	0	0	HC648
B_801	0	0	0	HC648
B_1501	0	0	0	HC648
C_304	0	0	0	HC648
C_701	0	0	0	HC648
DRB5_101	-0.324111945204002	0.0563905756449923	43	HC648
DRB5_9901	0.298574193320192	0.0534783928119672	9.8	HC648
DRB4_103	0	0	0	HC648
DRB4_9901	0	0	0	HC648
DRB3_101	-0.266020811235496	0.0622465335297542	100	HC648
DRB1_301	0	0	0	HC648
DRB1_401	0.565204780539158	0.0830356052992563	100	HC648
DRB1_701	0	0	0	HC648
DRB1_1501	-0.323731386332224	0.0563931131490249	41.1	HC648
DQB1_201	0.903258143413505	0.0613734509533037	100	HC648
DQB1_302	0.683537304194738	0.0738157787745027	100	HC648
DQB1_602	-0.300803969825394	0.054739372470784	6.1	HC648
DQA1_102	0	0	0	HC648
DQA1_301	-0.240201832055296	0.0728050807021806	29	HC648
DQA1_501	0	0	0	HC648
B_702	0	0	0	HC649
C_702	0	0	0	HC649
DRB5_101	-0.0912762730926367	0.0163182520214377	26.1	HC649
DRB5_9901	0	0	0	HC649
DRB4_103	0	0	0	HC649
DRB4_9901	0	0	0	HC649
DRB3_202	-0.0746718573941474	0.0169462430165626	100	HC649
DRB1_401	0	0	0	HC649
DRB1_1501	-0.0912079847336931	0.0163222173759664	25.3	HC649
DQB1_302	0.0968057391904155	0.0188565468850604	100	HC649
DQB1_602	-0.0931410077991071	0.0163377934981976	48.6	HC649
DQA1_102	0	0	0	HC649
DQA1_301	0	0	0	HC649
B_702	0	0	0	HC652
B_801	0	0	0	HC652
C_701	0	0	0	HC652
C_702	0	0	0	HC652
DRB5_101	-0.0762410472301384	0.019562999918214	22.6	HC652
DRB5_9901	0	0	0	HC652
DRB4_103	0	0	0	HC652
DRB4_9901	0	0	0	HC652
DRB1_301	0	0	0	HC652
DRB1_401	0.13426069620879	0.0216249479785409	100	HC652
DRB1_1501	-0.0765294688539108	0.0195670279777646	23.9	HC652
DQB1_201	0.124748157037051	0.0177450782237261	100	HC652
DQB1_302	0.151958989087005	0.0231428738873014	100	HC652
DQB1_602	-0.0804861135683664	0.0195970449187638	53.4	HC652
DQA1_102	0	0	0	HC652
DQA1_103	0	0	0	HC652
DQA1_301	0	0	0	HC652
B_801	0	0	0	HC654
C_701	0	0	0	HC654
DRB5_101	0	0	0	HC654
DRB5_9901	0	0	0	HC654
DRB3_101	0	0	0	HC654
DRB1_301	0	0	0	HC654
DRB1_401	0.249421099604697	0.0537147781596571	100	HC654
DRB1_1501	0	0	0	HC654
DQB1_201	0.435060934492898	0.0428980417612723	100	HC654
DQB1_302	0.349515807595705	0.0537824297096012	100	HC654
DQB1_602	0	0	0	HC654
DQA1_102	0	0	0	HC654
DQA1_301	0	0	0	HC654
DQA1_501	0	0	0	HC654
B_801	0.333231313932441	0.0732329565303702	21.4	HC662
C_701	0.299297651757881	0.0689307437977454	10.1	HC662
DRB3_101	0.306730016358952	0.0699990732924225	11.6	HC662
DRB1_301	0.335138531573182	0.0723226753612754	30.7	HC662
DQB1_201	0.33238779024061	0.0723167514717011	26.2	HC662
B_2705	0.474687270164925	0.0570596698955007	100	HC6
C_202	0	0	0	HC6
B_702	-0.0461948293978783	0.00949333841697786	77.9	HC700
B_3501	0	0	0	HC700
C_401	0	0	0	HC700
C_702	-0.0430689765524589	0.00923637563104453	22.1	HC700
DRB5_101	0	0	0	HC700
DRB5_9901	0	0	0	HC700
DRB4_103	0.0400086301397048	0.00780747166760004	100	HC700
DRB1_101	0.0558643994255988	0.0114882887175255	50.7	HC700
DRB1_1501	0	0	0	HC700
DQB1_501	0.0501430653057066	0.0103731902995069	41.9	HC700
DQB1_602	0	0	0	HC700
DQA1_101	0.0444814770202881	0.00973514414910445	7.3	HC700
A_201	-0.100668575327397	0.0327894853578555	17.3	HC703
A_301	0.331673525190916	0.0365656617799466	100	HC703
B_702	0	0	0	HC703
C_702	0	0	0	HC703
DRB5_101	0	0	0	HC703
DRB5_9901	0	0	0	HC703
DRB1_1501	0	0	0	HC703
DQB1_602	0	0	0	HC703
B_801	0	0	0	HC709
C_701	0	0	0	HC709
DRB3_101	0	0	0	HC709
DRB1_301	0.252581306652918	0.0480724223145423	60.1	HC709
DQB1_201	0.248554020075829	0.0480852476762492	39.9	HC709
DQA1_501	0	0	0	HC709
DRB5_101	0	0	0	HC78
DRB5_9901	0	0	0	HC78
DRB4_103	0	0	0	HC78
DRB4_9901	0	0	0	HC78
DRB3_202	0	0	0	HC78
DRB3_9901	0	0	0	HC78
DRB1_401	0	0	0	HC78
DRB1_1501	0	0	0	HC78
DQB1_302	0	0	0	HC78
DQB1_501	0.0863137731992648	0.0165679798780598	100	HC78
DQB1_602	0	0	0	HC78
DQB1_603	0	0	0	HC78
DQA1_102	0	0	0	HC78
DQA1_301	0.134641730177574	0.0141957590506747	100	HC78
A_201	-0.311914961324596	0.0466446407976757	100	HC810
A_301	0	0	0	HC810
B_702	0	0	0	HC810
B_1801	0.306067256503531	0.0845060262181422	43.3	HC810
B_4402	0	0	0	HC810
C_304	0	0	0	HC810
C_702	0	0	0	HC810
DRB5_101	0.823911739759915	0.0449871237169946	73.2	HC810
DRB5_9901	0	0	0	HC810
DRB4_103	-0.213675249751616	0.0532681065194751	16.8	HC810
DRB4_9901	0.207896371276947	0.0480055651109381	83.2	HC810
DRB1_401	0	0	0	HC810
DRB1_701	0	0	0	HC810
DRB1_1501	0.817846028244991	0.0445253926062016	26.8	HC810
DQB1_301	0	0	0	HC810
DQB1_302	0	0	0	HC810
DQB1_602	0	0	0	HC810
DQA1_102	0	0	0	HC810
DQA1_201	0	0	0	HC810
DQA1_301	0	0	0	HC810
B_801	-0.108758556878056	0.0250194089252958	10.4	HC853
C_701	0	0	0	HC853
DRB5_101	0.0928728640661914	0.024185551832497	29.1	HC853
DRB4_103	0	0	0	HC853
DRB3_101	-0.123284914310927	0.0280629847440513	58.7	HC853
DRB3_9901	0	0	0	HC853
DRB1_301	-0.113440623555474	0.0251640380839978	21	HC853
DRB1_401	0.0962792123041647	0.0276668651660088	10.2	HC853
DQB1_201	-0.109138650161757	0.0251234783203019	9.9	HC853
DQB1_302	0	0	0	HC853
DQB1_602	0.0941807999913629	0.0243613529177503	48.2	HC853
DQA1_301	0.0950541746216416	0.0231120953399229	79.1	HC853
DQA1_501	0	0	0	HC853
A_101	0	0	0	HC85
B_801	-0.156088382495949	0.0287091731816475	26.8	HC85
C_701	-0.147535117234926	0.0262230746423124	73.2	HC85
B_2705	1.55808896713801	0.0489403333404065	100	HC868
B_4403	0	0	0	HC868
C_102	0	0	0	HC868
C_202	0	0	0	HC868
C_501	0	0	0	HC868
DRB4_101	-0.252758406629519	0.0762753464015903	10.3	HC868
DRB1_103	0	0	0	HC868
DRB1_701	-0.20760716950815	0.0564417942485026	34.9	HC868
DQB1_302	0.1780641888886	0.0510840217945229	9.5	HC868
DQB1_501	0	0	0	HC868
DQA1_201	-0.204641465508151	0.0563021943099877	29.3	HC868
DQA1_301	0	0	0	HC868
B_801	0	0	0	HC881
C_701	0	0	0	HC881
DRB5_101	0	0	0	HC881
DRB5_9901	0	0	0	HC881
DRB4_103	0	0	0	HC881
DRB4_9901	0	0	0	HC881
DRB3_101	0	0	0	HC881
DRB1_301	0	0	0	HC881
DRB1_401	0.363831869510779	0.0549991639344039	100	HC881
DRB1_1501	0	0	0	HC881
DQB1_201	0.41748051960403	0.0455428664914986	100	HC881
DQB1_302	0.466713329020267	0.0572719062816761	100	HC881
DQB1_602	0	0	0	HC881
DQA1_102	0	0	0	HC881
DQA1_301	0	0	0	HC881
DQA1_501	0	0	0	HC881
A_1101	0.111068323327385	0.0251583999624761	100	HC900
B_702	-0.0685516352936344	0.0186137437408959	26.5	HC900
B_2705	0.136373037938579	0.0305590266129856	100	HC900
DRB5_101	-0.072838015687502	0.0197498643713567	21.6	HC900
DRB5_9901	0	0	0	HC900
DRB4_103	0.0542810001296587	0.0150074607345768	53.2	HC900
DRB4_9901	0	0	0	HC900
DRB1_1501	-0.0727193573280273	0.0197562922646722	21.1	HC900
DQB1_302	0	0	0	HC900
DQB1_602	-0.0701933452284905	0.0198309737127091	13.1	HC900
DQA1_102	-0.0646217469670708	0.0161996469684567	4	HC900
A_101	0.184039331939268	0.0549320653392409	29.5	HC91
B_702	0	0	0	HC91
B_1302	0	0	0	HC91
B_2705	0.811183997726166	0.0882384776011156	100	HC91
B_3901	1.26544898034836	0.175105259785413	100	HC91
B_4402	0	0	0	HC91
B_4403	0	0	0	HC91
B_5701	0	0	0	HC91
C_102	0	0	0	HC91
C_501	0	0	0	HC91
C_602	0.817623825634452	0.0669302792463995	100	HC91
DRB4_103	0	0	0	HC91
DRB1_701	0	0	0	HC91
DQB1_303	0.402812325732324	0.0837600081003506	100	HC91
DQA1_101	0.262647741169517	0.0608227236319417	100	HC91
DQA1_102	0	0	0	HC91
DQA1_201	0	0	0	HC91
B_702	-0.0308168516159681	0.0088273734058443	32.7	HC932
C_702	-0.0285681248857845	0.00860666236550802	18.2	HC932
DRB5_101	0	0	0	HC932
DRB5_9901	0	0	0	HC932
DRB4_103	0.0315106978213018	0.0073138444750157	100	HC932
DRB4_9901	0	0	0	HC932
DRB1_1501	0	0	0	HC932
DQB1_602	-0.0281244267883866	0.00909144209796074	8.8	HC932
DRB4_103	0.0556731940054039	0.0112048188257514	100	HC942
DRB4_9901	0	0	0	HC942
DRB4_103	0	0	0	HC95
DRB4_9901	0	0	0	HC95
DRB1_103	0.876892666325193	0.058511812636261	100	HC95
DRB1_404	-0.263004453049879	0.0809990675634851	12.8	HC95
DQB1_302	-0.249004641945603	0.04506701938886	47.1	HC95
DQA1_101	0	0	0	HC95
DQA1_301	-0.164429659804373	0.0366286357974523	52.9	HC95
B_4001	0	0	0	HC96
B_4403	0	0	0	HC96
C_304	0	0	0	HC96
C_602	0	0	0	HC96
DRB5_101	-0.183452758003623	0.0587844842579581	10.3	HC96
DRB5_9901	0	0	0	HC96
DRB4_101	0	0	0	HC96
DRB4_103	0	0	0	HC96
DRB4_9901	0	0	0	HC96
DRB1_401	0.366426093141006	0.0566995745222485	100	HC96
DRB1_404	0.949773238921916	0.0718911989584251	100	HC96
DRB1_701	-0.392131265273297	0.088470023466505	60.1	HC96
DRB1_1501	-0.182904315989002	0.0587934779199721	9.9	HC96
DQB1_202	0	0	0	HC96
DQB1_302	0	0	0	HC96
DQB1_602	-0.202852259628854	0.0591869798962238	29.9	HC96
DQA1_102	-0.173417622022863	0.052653354224023	17.3	HC96
DQA1_201	-0.383876458886397	0.0881982865766204	39.9	HC96
DQA1_301	0	0	0	HC96
A_101	-0.0577898811977384	0.0160142634441261	54.5	HC990
A_301	0.0788824884223925	0.0191774742548051	89.3	HC990
B_702	0.0666440900145423	0.0189128975240066	34.5	HC990
C_702	0.0562946501639188	0.016904016411604	4.9	HC990
DRB5_101	0	0	0	HC990
DQB1_602	0.0582622507794858	0.0170927662365059	16.8	HC990
DQA1_102	0.0511467797400964	0.0153716785559658	13	HC990
