ALL_ID	Estimate	Std. Error	z value	Pr(>|z|)	aic
A_101.(Intercept)	-6.2141230436337	0.126667752057354	-49.0584457583175	0	9825.92542383385
A_101.as.factor(gcounts)1	-0.0438389625881804	0.0841972769290694	-0.520669601050303	0.6025969544653	9825.92542383385
A_101.as.factor(gcounts)2	0.00788189302747837	0.20205066225642	0.0390094887067261	0.968882823479288	9825.92542383385
A_101.scale(age)	0.049399388787126	0.0387831894322736	1.27373198311581	0.202758417544842	9825.92542383385
A_101.sex	-0.0223907483192618	0.0770734125822265	-0.290511962155225	0.771424600725044	9825.92542383385
A_101.Array	0.028178301370863	0.124086845731377	0.227085322418973	0.820357396949096	9825.92542383385
A_101.scale(PC1)	-0.0873166128406669	0.0406596246526775	-2.14750169453217	0.0317533624310976	9825.92542383385
A_101.scale(PC2)	0.018279723003047	0.0391133124487848	0.467352976738612	0.640247359735053	9825.92542383385
A_101.scale(PC3)	0.033474861311426	0.0398793356129931	0.839403686066412	0.401242816093793	9825.92542383385
A_101.scale(PC4)	0.00903967564687677	0.0556879683822087	0.162327265825786	0.871048144394764	9825.92542383385
A_101.scale(PC5)	-0.00132940064581059	0.0545761867083166	-0.0243586209662392	0.980566554208868	9825.92542383385
A_101.scale(PC6)	0.0405035873217441	0.0394759692507851	1.02603148422856	0.304876743843051	9825.92542383385
A_101.scale(PC7)	-0.00663668918361114	0.0403120502460792	-0.16463288627342	0.869232944894725	9825.92542383385
A_101.scale(PC8)	0.0189294101881771	0.0422808923265362	0.447706023846065	0.654365373672101	9825.92542383385
A_101.scale(PC9)	0.0317014281068783	0.0406495120122249	0.779872292128486	0.435466049053176	9825.92542383385
A_101.scale(PC10)	0.0492931173451416	0.0424499444057675	1.16120569850368	0.245558257907907	9825.92542383385
A_101.scale(N_CNV)	-0.092920981407611	0.0524585285220951	-1.77132268146777	0.0765070578064438	9825.92542383385
A_101.scale(LEN_CNV)	0.116335327854952	0.0361497204733007	3.21815290220222	0.0012901902022914	9825.92542383385
A_201.(Intercept)	-6.23199776081005	0.13030372069257	-47.8267061576345	0	9670.48408860791
A_201.as.factor(gcounts)1	0.000250791915204208	0.0811994650245531	0.00308859073305931	0.997535665057497	9670.48408860791
A_201.as.factor(gcounts)2	-0.0175468676367353	0.152600953892598	-0.114985307687428	0.908456767562495	9670.48408860791
A_201.scale(age)	0.0612727195021556	0.0391975638606942	1.56317672495962	0.118011033056427	9670.48408860791
A_201.sex	-0.0404607188123251	0.0777650517195341	-0.520294372827655	0.602858417346647	9670.48408860791
A_201.Array	0.0409614174521143	0.125734591892913	0.325776835439215	0.74459320609265	9670.48408860791
A_201.scale(PC1)	-0.0898814236764469	0.0410076799584301	-2.19181928281631	0.028392558197187	9670.48408860791
A_201.scale(PC2)	0.0110915324784941	0.0394268170934743	0.281319500181765	0.778465355023676	9670.48408860791
A_201.scale(PC3)	0.034531676089991	0.040210341376286	0.858775999110418	0.390464111534757	9670.48408860791
A_201.scale(PC4)	0.0188078828283567	0.0561869268317589	0.334737703036747	0.737822957628581	9670.48408860791
