ALL_ID	Estimate	Std. Error	z value	Pr(>|z|)	aic
A_101.(Intercept)	-10.7429155432006	0.409343788983523	-26.2442373191426	8.31659955930291e-152	57327.3868056895
A_101.as.factor(gcounts)1	-0.0921795979325196	0.0260089615493375	-3.54414757227659	0.000393884711325589	57327.3868056895
A_101.as.factor(gcounts)2	-0.144189991278271	0.0659958284623083	-2.18483493029596	0.0289009519021678	57327.3868056895
A_101.scale(age)	0.991629084592667	0.0165045940743485	60.0820038424246	0	57327.3868056895
A_101.sex	7.34488946168526	0.407882674681379	18.007358286112	1.70577265283885e-72	57327.3868056895
A_101.Array	0.0877940741908151	0.0367211957223288	2.39082830675447	0.0168104120600495	57327.3868056895
A_101.scale(PC1)	-0.011198655029076	0.0124512859153634	-0.899397468277407	0.368440987238486	57327.3868056895
A_101.scale(PC2)	-0.00995338009237517	0.0120060376657795	-0.829031223244035	0.407086739528895	57327.3868056895
A_101.scale(PC3)	0.0159456459296106	0.0122584254352316	1.30079071034536	0.193330102601148	57327.3868056895
A_101.scale(PC4)	-0.0225750567969025	0.0169837915135006	-1.3292118417114	0.183778089371358	57327.3868056895
A_101.scale(PC5)	-0.0201768571941765	0.0169749965083083	-1.18862217051421	0.234588379555162	57327.3868056895
A_101.scale(PC6)	0.013852653042224	0.0121444252353149	1.14065941975926	0.254011679834606	57327.3868056895
A_101.scale(PC7)	-0.00449445059837661	0.0124429356873234	-0.361205001079887	0.717946203841519	57327.3868056895
A_101.scale(PC8)	-0.0178634022130235	0.0130457472536692	-1.36928930675085	0.170908859234124	57327.3868056895
A_101.scale(PC9)	-0.0320391401032256	0.0120068222721724	-2.668411289595	0.00762109011116907	57327.3868056895
A_101.scale(PC10)	-0.0184625988483188	0.0129480907397913	-1.42589353282648	0.153899076478643	57327.3868056895
A_101.scale(N_CNV)	-0.0360197040824876	0.0210081373602858	-1.71455962348095	0.0864259967866377	57327.3868056895
A_101.scale(LEN_CNV)	0.0401903798733473	0.0180309821491622	2.2289623238973	0.0258164117080036	57327.3868056895
A_201.(Intercept)	-10.7972633120795	0.409485645153666	-26.3678676893	3.20247943483965e-153	56489.8720178136
A_201.as.factor(gcounts)1	0.056938305982145	0.0248987984764321	2.2867893017424	0.0222081242368821	56489.8720178136
A_201.as.factor(gcounts)2	0.0901124617279771	0.0456013958587071	1.97608998652551	0.0481445863381618	56489.8720178136
A_201.scale(age)	0.992306973584429	0.0166305284123692	59.6677958137749	0	56489.8720178136
A_201.sex	7.32994149527246	0.407919062475166	17.9691075253898	3.40142770942365e-72	56489.8720178136
A_201.Array	0.0935460922107109	0.0370545043757511	2.52455386427806	0.0115845250366433	56489.8720178136
A_201.scale(PC1)	-0.00953787814225852	0.0125476254598235	-0.760134112450045	0.44717442393955	56489.8720178136
A_201.scale(PC2)	-0.0105990531770215	0.0120937408358411	-0.876408161948542	0.380808182801343	56489.8720178136
A_201.scale(PC3)	0.0113686849414935	0.0123517728366232	0.92040916651132	0.357358980265306	56489.8720178136
A_201.scale(PC4)	-0.0237676334801426	0.0171107804797501	-1.38904438101293	0.164819254915656	56489.8720178136
A_201.scale(PC5)	-0.0199797245766288	0.0170860072961857	-1.169361819311	0.242257885923661	56489.8720178136
A_201.scale(PC6)	0.014572171264954	0.0122326608230406	1.19125114934167	0.233555005084777	56489.8720178136
A_201.scale(PC7)	-0.00339864482721103	0.0125392561788704	-0.271040385388888	0.786359971329901	56489.8720178136
A_201.scale(PC8)	-0.0177761173068845	0.0131477318485569	-1.3520291949699	0.176365975964246	56489.8720178136
A_201.scale(PC9)	-0.0314548417893203	0.0121132416446895	-2.59673196589041	0.00941153334601763	56489.8720178136
A_201.scale(PC10)	-0.0173128579413155	0.0130410322518534	-1.3275680641657	0.184320840589708	56489.8720178136
A_201.scale(N_CNV)	-0.0448420896641761	0.0220863572115146	-2.0303071817021	0.042325324674096	56489.8720178136
A_201.scale(LEN_CNV)	0.0428098228666219	0.0181935112277143	2.35302698477518	0.0186212826845171	56489.8720178136
A_205.(Intercept)	-10.7767070038042	0.409258561357269	-26.332270162081	8.19291463450641e-153	57389.9515672466
A_205.as.factor(gcounts)1	-0.0491094800978177	0.100361409250697	-0.48932633035418	0.624610682795778	57389.9515672466
A_205.as.factor(gcounts)2	-9.56203458258633	95.3954274280664	-0.100235774820514	0.920157144823041	57389.9515672466
A_205.scale(age)	0.992327814411785	0.016500369985658	60.1397311256845	0	57389.9515672466
A_205.sex	7.34525265802117	0.407880180139466	18.0083588653649	1.67522027026577e-72	57389.9515672466
A_205.Array	0.0878355616515476	0.0366988102518815	2.39341714482541	0.0166922509738012	57389.9515672466
A_205.scale(PC1)	-0.0105415508517267	0.0124436550728678	-0.847142643379081	0.396915618715687	57389.9515672466
A_205.scale(PC2)	-0.0104426534472663	0.0120008521866315	-0.870159325760133	0.384213340488698	57389.9515672466
A_205.scale(PC3)	0.015611962963316	0.0122515257773886	1.27428723956402	0.202561637125129	57389.9515672466
A_205.scale(PC4)	-0.0231784641868088	0.0169760491059839	-1.3653626967089	0.172139082263188	57389.9515672466
A_205.scale(PC5)	-0.0214210879255551	0.0169571761214716	-1.26324617802555	0.206500722090186	57389.9515672466
A_205.scale(PC6)	0.014349667407108	0.0121373522059751	1.18227329681047	0.237097277500423	57389.9515672466
A_205.scale(PC7)	-0.00480007288197586	0.0124361821532393	-0.385976405204516	0.699514143282083	57389.9515672466
A_205.scale(PC8)	-0.0179180509550812	0.0130389787966216	-1.37419127943699	0.169382307341144	57389.9515672466
A_205.scale(PC9)	-0.0332612052596615	0.0119907785366904	-2.77389872207931	0.00553889187612013	57389.9515672466
A_205.scale(PC10)	-0.0182334848676168	0.0129392668245742	-1.40915904392572	0.158788145148784	57389.9515672466
A_205.scale(N_CNV)	-0.035349811292834	0.0210191520340902	-1.68179055156466	0.0926094615313648	57389.9515672466
A_205.scale(LEN_CNV)	0.0395112367764368	0.0180093344790857	2.19393097631239	0.0282403720844995	57389.9515672466
