ALL_ID	Estimate	Std. Error	z value	Pr(>|z|)	aic
A_101.(Intercept)	-5.04372241507033	0.0697131184940993	-72.3496886098596	0	25697.6904022945
A_101.as.numeric(gcounts)	0.0225008004777884	0.0384935431617815	0.584534408360944	0.558860822590949	25697.6904022945
A_101.scale(age)	-0.382370635463641	0.0210784852464026	-18.1403279691979	1.53114740307861e-73	25697.6904022945
A_101.sex	-0.10288559514918	0.0437044905991004	-2.35411953643267	0.0185666393884816	25697.6904022945
A_101.Array	-0.0505805286968118	0.0682972053296154	-0.740594413090557	0.458939396540331	25697.6904022945
A_101.scale(PC1)	-0.0232611913500163	0.0228554378049463	-1.01775304190332	0.308795333081271	25697.6904022945
A_101.scale(PC2)	0.0199109400292937	0.0220368216309932	0.903530480152836	0.36624441894822	25697.6904022945
A_101.scale(PC3)	-0.00510295973929386	0.0225170516799944	-0.226626461217729	0.820714214508023	25697.6904022945
A_101.scale(PC4)	0.0718781971838319	0.031485246527135	2.28291676617126	0.0224352716830073	25697.6904022945
A_101.scale(PC5)	-0.0239041538606076	0.0307555554009992	-0.777230440125005	0.437022825970985	25697.6904022945
A_101.scale(PC6)	0.0292213954366922	0.0222687331896569	1.31221633434741	0.189447152041074	25697.6904022945
A_101.scale(PC7)	0.0416207389085463	0.0227699403907652	1.82788089008025	0.067567429670743	25697.6904022945
A_101.scale(PC8)	0.0124580093874543	0.0238932875802964	0.521402060959069	0.60208671606411	25697.6904022945
A_101.scale(PC9)	-0.00750807903300983	0.0226284238238581	-0.331798586214111	0.740041351904507	25697.6904022945
A_101.scale(PC10)	-0.0220733312013566	0.0241139324548874	-0.915376670422863	0.359993921493808	25697.6904022945
A_101.scale(N_CNV)	0.0341275802735721	0.0422516321612852	0.807722176111409	0.419250534546163	25697.6904022945
A_101.scale(LEN_CNV)	-0.0442394685815403	0.047651395858875	-0.928398167234398	0.353201068882208	25697.6904022945
A_201.(Intercept)	-5.04624958751754	0.0713508162953881	-70.7244829074746	0	25320.9182030327
A_201.as.numeric(gcounts)	-0.00327607612189359	0.0347001010096373	-0.0944111407913112	0.924782566264547	25320.9182030327
A_201.scale(age)	-0.381706447656103	0.0212357770515382	-17.9746870919637	3.07594229962243e-72	25320.9182030327
A_201.sex	-0.100388767874282	0.0440278032032243	-2.28012211762886	0.0226004467901426	25320.9182030327
A_201.Array	-0.0383580348085686	0.0691052666305844	-0.555066736282473	0.578849013969268	25320.9182030327
A_201.scale(PC1)	-0.0206047543298215	0.0230277426084695	-0.894779600421759	0.370904917272832	25320.9182030327
A_201.scale(PC2)	0.0271917936280299	0.0222054245641225	1.22455634881055	0.220742423148635	25320.9182030327
A_201.scale(PC3)	-0.00359682821319072	0.0226900517776718	-0.158520053124347	0.874047020331402	25320.9182030327
A_201.scale(PC4)	0.0742000698020749	0.0317328858209256	2.33827046871184	0.0193732219456337	25320.9182030327
A_201.scale(PC5)	-0.021318506877139	0.0309726285401744	-0.688301506263405	0.491262933376833	25320.9182030327
A_201.scale(PC6)	0.0322337559106178	0.0224308936394371	1.43702504361867	0.150710877693058	25320.9182030327
A_201.scale(PC7)	0.0435793281893699	0.0229604329737895	1.89801857130125	0.0576936356552065	25320.9182030327
A_201.scale(PC8)	0.00685851095868878	0.0240955389782131	0.284638204810034	0.775921338236222	25320.9182030327
A_201.scale(PC9)	-0.00911312371952356	0.0227604792243895	-0.400392435927192	0.688867494603967	25320.9182030327
A_201.scale(PC10)	-0.0225227489356613	0.0242932468203321	-0.927119750695945	0.353864362534548	25320.9182030327
A_201.scale(N_CNV)	0.0272948056070264	0.0435562012857183	0.626657164796788	0.530883988037185	25320.9182030327
A_201.scale(LEN_CNV)	-0.0406191559134377	0.0480977019881309	-0.844513443146647	0.398382554510398	25320.9182030327
A_205.(Intercept)	-5.03508220833868	0.0680329580536436	-74.0094558929592	0	25713.4332962974
A_205.as.numeric(gcounts)	-0.0884681749359935	0.186845231801772	-0.473483717421547	0.63586811493676	25713.4332962974
A_205.scale(age)	-0.382309276444553	0.0210731650571457	-18.1419960128351	1.48537273927376e-73	25713.4332962974
A_205.sex	-0.101940923865811	0.04369081079998	-2.33323488393255	0.0196358209088817	25713.4332962974
A_205.Array	-0.0500108785678242	0.0682940348079222	-0.732287654529131	0.463993012917937	25713.4332962974
A_205.scale(PC1)	-0.0214879999979749	0.0228480257223659	-0.94047513159705	0.346973899871378	25713.4332962974
A_205.scale(PC2)	0.0199248489521421	0.0220316482595377	0.904373958653616	0.365797141877319	25713.4332962974
A_205.scale(PC3)	-0.006345674054148	0.0225096516676663	-0.281909029417064	0.778013265758762	25713.4332962974
A_205.scale(PC4)	0.0703047210814008	0.0314728727647298	2.23381963276604	0.0254949432137503	25713.4332962974
A_205.scale(PC5)	-0.0215407015591393	0.0307369511231132	-0.700808010295511	0.483422838393365	25713.4332962974
A_205.scale(PC6)	0.0287148218571536	0.0222633949523164	1.28977731916694	0.197127984990691	25713.4332962974
A_205.scale(PC7)	0.0408354137297871	0.0227652774970847	1.79375866316659	0.0728516974289042	25713.4332962974
A_205.scale(PC8)	0.0109362890187983	0.023889397869132	0.457788391264951	0.647104476772771	25713.4332962974
A_205.scale(PC9)	-0.00744066749840602	0.0226220424877465	-0.328912276706948	0.742221994673524	25713.4332962974
A_205.scale(PC10)	-0.0223278875878448	0.024110377944022	-0.926069580480418	0.354409821371839	25713.4332962974
A_205.scale(N_CNV)	0.0339550699018188	0.0422712898834393	0.803265525973966	0.421821279129934	25713.4332962974
