ALL_ID	Estimate	Std. Error	z value	Pr(>|z|)	aic
A_101.(Intercept)	-4.31189405479242	0.0474163601137619	-90.9368421457756	0	48301.6850789759
A_101.as.numeric(gcounts)	0.0501792668688904	0.0262886395426405	1.90878142581319	0.0562902939304316	48301.6850789759
A_101.scale(age)	0.0109383652075444	0.0149338644466114	0.732453762832054	0.463891654267415	48301.6850789759
A_101.sex	0.154494719283013	0.0298366509064234	5.17801812836013	2.2425544455414e-07	48301.6850789759
A_101.Array	-0.0821880087721376	0.0460593863844942	-1.78439217765624	0.0743599612609127	48301.6850789759
A_101.scale(PC1)	0.03138942489166	0.0157018906048269	1.9990856949424	0.0455990826330266	48301.6850789759
A_101.scale(PC2)	0.00185046539399869	0.0151670996060087	0.122005224602441	0.90289488055046	48301.6850789759
A_101.scale(PC3)	-0.00406499326598116	0.015484417356127	-0.262521551343531	0.792919372269435	48301.6850789759
A_101.scale(PC4)	-0.0210408160221558	0.0214138289622999	-0.982580745330467	0.325813824764764	48301.6850789759
A_101.scale(PC5)	0.0823464689858446	0.0209563268171075	3.92943237164167	8.51466188092117e-05	48301.6850789759
A_101.scale(PC6)	0.0142339182788099	0.0153412673608556	0.927818930731156	0.353501502483473	48301.6850789759
A_101.scale(PC7)	0.00219259371083398	0.0156517172030762	0.14008646350977	0.888591675681637	48301.6850789759
A_101.scale(PC8)	-0.0261912548578837	0.0164671594096725	-1.59051444188361	0.111718892927758	48301.6850789759
A_101.scale(PC9)	0.0169973070901566	0.0154908113449664	1.09725092583222	0.272531716829849	48301.6850789759
A_101.scale(PC10)	0.0297058411300966	0.016510312174132	1.79922952496556	0.0719823808658679	48301.6850789759
A_101.scale(N_CNV)	-0.0593558478100941	0.0278602878687906	-2.1304822150307	0.0331318225871003	48301.6850789759
A_101.scale(LEN_CNV)	0.0561051570950953	0.0221286818178345	2.53540439312918	0.0112317582967297	48301.6850789759
A_201.(Intercept)	-4.27366525935454	0.0482627543316047	-88.5499660875332	0	47610.4356391703
A_201.as.numeric(gcounts)	-0.0387178663026565	0.024071212424792	-1.60847179690788	0.107731888226566	47610.4356391703
A_201.scale(age)	0.00877917354769654	0.0150359833466647	0.583877578558501	0.559302679125287	47610.4356391703
A_201.sex	0.152599358187416	0.0300539280093941	5.07751792510174	3.82397440207444e-07	47610.4356391703
A_201.Array	-0.0792311065599955	0.0464367332557687	-1.70621620008451	0.0879678335959939	47610.4356391703
A_201.scale(PC1)	0.0315796379689117	0.0158191458350483	1.99629223336099	0.0459021229442457	47610.4356391703
A_201.scale(PC2)	0.00162692461845388	0.0152779482181796	0.106488423394312	0.915194839975537	47610.4356391703
A_201.scale(PC3)	-0.00535008605100026	0.0156006988047276	-0.342938872031744	0.731644447403091	47610.4356391703
A_201.scale(PC4)	-0.0220273396604974	0.0215664598126916	-1.02137021336875	0.307079072111323	47610.4356391703
A_201.scale(PC5)	0.0831136307358687	0.0210925806412264	3.94042019559331	8.13390072605732e-05	47610.4356391703
A_201.scale(PC6)	0.0161555391542832	0.015445377065431	1.04597894152041	0.295570755105808	47610.4356391703
A_201.scale(PC7)	-0.00226799302320991	0.0157614970820632	-0.143894517849508	0.885583764758555	47610.4356391703
